,bitwuzla,leanSAT,leanSAT-rw,leanSAT-bb,leanSAT-sat,leanSAT-lrat-t,leanSAT-lrat-c
0,15.241256,14.527298,14.508834,0.0,0.0,0.0,0.0
1,61.141038,62.948979,6.615265,0.067586,52.67227,0.440158,2.774036
2,15.910118,15.816474,15.807087,0.0,0.0,0.0,0.0
3,15.880063,15.881475,15.872478,0.0,0.0,0.0,0.0
4,18.49376,16.565346,16.552312,0.0,0.0,0.0,0.0
5,62.598358,72.644378,9.304712,0.10209,53.044182,2.972544,6.652424
6,65.775252,70.046289,11.702559,0.068827,52.943074,0.870488,4.030721
7,62.054076,67.791357,8.954862,0.071353,53.319111,1.098211,3.844385
8,68.030203,74.287972,14.585938,0.076983,52.819213,1.674001,4.573219
9,62.748125,70.736903,9.217531,0.077023,52.753621,2.514703,5.620206
10,67.454022,76.861014,13.504007,0.097912,52.756747,2.98628,6.873955
11,62.039358,69.762191,8.714385,0.090118,52.846954,2.784185,4.843682
12,67.330372,74.728942,13.404011,0.101188,52.961047,2.472174,5.245458
13,62.406701,64.916475,8.602547,0.05904,52.847335,0.316238,2.682614
14,61.587999,64.983231,8.117767,0.053369,52.772137,0.458131,3.128604
15,60.938184,64.436834,7.542868,0.054521,53.006742,0.454524,2.879982
16,61.367911,76.026434,7.807871,0.11284,52.834341,5.11728,9.461855
17,60.36674,67.593521,6.433847,0.083275,53.206312,2.279646,5.060014
18,62.815461,68.052874,9.006528,0.086811,53.136482,1.136753,4.189205
19,60.855187,63.274835,6.84385,0.056816,52.824644,0.197257,2.917562
20,59.321998,62.810261,6.003347,0.060702,52.819473,0.517401,2.967005
21,61.449973,65.255285,7.613129,0.071473,53.103642,0.630291,3.319752
