,bitwuzla,leanSAT,leanSAT-rw,leanSAT-bb,leanSAT-sat,leanSAT-lrat-t,leanSAT-lrat-c
0,15.685932,15.266452,15.245394,0.0,0.0,0.0,0.0
1,60.294987,66.103461,6.409221,0.188711,52.357996,1.445036,4.866795
2,15.810594,15.637011,15.627703,0.0,0.0,0.0,0.0
3,15.267404,15.972905,15.96465,0.0,0.0,0.0,0.0
4,16.352961,16.607786,16.595142,0.0,0.0,0.0,0.0
5,62.998471,245.299774,9.937789,0.351513,152.751155,32.106569,48.40013
6,66.173121,79.622013,12.088326,0.218156,53.402605,4.244228,8.403408
7,63.00898,75.875944,9.518209,0.229676,52.95719,3.606763,8.311437
8,68.041072,80.676727,14.547636,0.217604,53.149066,3.845176,7.704409
9,62.621961,79.689621,9.1522,0.2587,53.046716,5.484493,10.411669
10,67.633084,169.089068,13.802401,0.307401,103.002547,19.172512,31.093998
11,63.170111,167.355266,9.399859,0.30085,103.780043,21.170024,31.101451
12,66.438104,165.773767,14.131242,0.323731,103.033876,21.058607,25.542201
13,62.743488,68.670763,8.629558,0.174534,53.217684,1.626453,4.093858
14,62.235994,71.969414,8.217181,0.167381,52.772066,2.593801,6.992094
15,60.916982,66.586409,7.053309,0.173282,52.739886,0.991062,4.618633
16,61.314351,428.498755,7.65118,0.475944,253.422611,64.115707,100.685812
17,60.821956,80.209227,6.555714,0.26377,53.787854,6.721772,11.559411
18,63.366144,81.336562,8.844627,0.267848,53.385636,5.560664,11.879917
19,60.582792,65.588024,6.565101,0.172571,53.213737,0.443204,4.22947
20,60.30737,70.08924,5.891359,0.325636,52.975554,2.565047,7.256305
21,61.676454,72.415592,7.447631,0.225338,53.249322,3.124497,7.214117
