,bitwuzla,leanSAT,leanSAT-rw,leanSAT-bb,leanSAT-sat,leanSAT-lrat-t,leanSAT-lrat-c
0,16.581196,16.062482,16.043797,0.0,0.0,0.0,0.0
1,60.516919,62.32602,6.428477,0.033051,52.72136,0.212144,2.606094
2,15.387527,15.274658,15.266442,0.0,0.0,0.0,0.0
3,15.627032,16.241204,16.22856,0.0,0.0,0.0,0.0
4,16.042525,15.743318,15.731427,0.0,0.0,0.0,0.0
5,62.997859,66.622456,9.67471,0.038011,52.971516,0.64024,2.971302
6,65.823401,68.250231,11.924973,0.031749,52.869546,0.197487,2.92787
7,62.424053,64.946411,8.789825,0.03746,52.983608,0.343709,2.492512
8,67.551743,70.491657,13.971656,0.033903,52.831596,0.293465,3.036834
9,62.671173,64.748713,8.648113,0.027912,52.80151,0.443034,2.565837
10,66.995269,70.549104,13.333791,0.037991,52.907417,0.54308,3.417822
11,62.690058,64.788786,8.633566,0.03228,52.138766,0.675255,3.000738
12,67.678456,70.001277,13.181197,0.037559,52.694193,0.599815,3.145747
13,62.278413,64.070343,8.40486,0.027051,52.675255,0.140852,2.526956
14,61.037627,63.046401,7.54937,0.02708,52.466288,0.152924,2.569876
15,60.625811,63.120798,7.208086,0.023855,52.895504,0.223475,2.468738
16,61.420368,65.644569,7.568295,0.04346,53.019825,0.940838,3.75591
17,60.082352,63.3692,6.185566,0.033822,53.22093,0.648475,2.948078
18,62.121572,65.999778,8.897045,0.042269,52.932384,0.398841,3.328816
19,59.702515,63.07855,6.622739,0.0269,53.169244,0.136354,2.827506
20,59.026469,62.002568,5.729227,0.024335,53.317107,0.182289,2.445465
21,60.765791,63.814037,7.292333,0.030427,52.988959,0.380127,2.79209
