,bitwuzla,leanSAT,leanSAT-rw,leanSAT-bb,leanSAT-sat,leanSAT-lrat-t,leanSAT-lrat-c
0,15.709226,15.5881,15.568294,0.0,0.0,0.0,0.0
1,60.659504,62.232498,6.503337,0.054963,52.297694,0.314414,2.690431
2,15.215958,15.371037,15.36214,0.0,0.0,0.0,0.0
3,15.530483,15.834698,15.824229,0.0,0.0,0.0,0.0
4,16.426819,16.317976,16.308027,0.0,0.0,0.0,0.0
5,62.862358,68.003473,9.317987,0.05933,52.900333,1.322789,3.977713
6,66.258419,69.21829,12.14949,0.044342,52.686236,0.643095,3.297349
7,61.584794,64.899283,8.245123,0.041107,52.589967,0.636763,3.005755
8,67.396595,71.985653,14.268768,0.045023,52.767216,0.825815,3.710345
9,62.54069,68.132472,9.04501,0.100827,53.015718,1.373883,4.199464
10,67.337845,75.229182,13.308223,0.051546,52.926382,2.280909,6.269651
11,62.513139,67.659433,8.870867,0.049442,53.012803,1.31284,4.014692
12,67.16784,72.647273,13.4895,0.060813,52.634991,1.491642,4.591665
13,61.582908,64.542402,8.275249,0.037189,52.95123,0.336986,2.570598
14,61.100113,64.200996,8.008734,0.036639,52.805908,0.279539,2.70751
15,61.434657,63.889959,7.547327,0.036839,52.796712,0.449856,2.640207
16,60.761302,71.397862,7.524574,0.065992,52.612789,3.452817,7.288865
17,59.265744,64.841456,6.397901,0.04867,52.741869,1.368443,3.903906
18,62.150345,66.091579,8.811165,0.049101,52.86064,0.641682,3.398425
19,60.105386,62.603536,6.415132,0.033572,52.788595,0.208588,2.819421
20,59.035696,62.009363,5.702197,0.036107,52.971115,0.307943,2.63749
21,60.85675,65.39816,7.594063,0.044913,52.831756,0.896606,3.685879
