,bitwuzla,leanSAT,leanSAT-rw,leanSAT-bb,leanSAT-sat,leanSAT-lrat-t,leanSAT-lrat-c
0,5.942596,6.321586,0.0,0.0,0.0,0.0,0.0
1,6.281545,7.361935,0.0,0.0,0.0,0.0,0.0
2,12.145952,36.571215,0.0,0.0,0.0,0.0,0.0
3,80.899985,120.955979,0.0,0.3259,70.859692,2.249499,8.649414
4,12.504662,46.352769,0.0,0.0,0.0,0.0,0.0
5,83.915874,211.664898,0.0,0.208049,60.648599,0.62658,139.583177
6,95.357586,296.427151,0.0,0.21563,60.944229,0.742019,201.326585
7,101.931452,347.479028,0.0,0.36686,61.06143,6.755655,246.526915
8,94.930076,473.212793,0.0,0.51199,60.626949,10.271283,382.290094
