,bitwuzla,leanSAT,leanSAT-rw,leanSAT-bb,leanSAT-sat,leanSAT-lrat-t,leanSAT-lrat-c
0,7.567376,7.645228,7.637111,0.0,0.0,0.0,0.0
1,76.465068,103.327673,18.241235,0.264459,55.500316,2.146136,25.678509
2,9.870268,18.902483,18.872918,0.0,0.0,0.0,0.0
3,20.452052,12.024948,12.012536,0.0,0.0,0.0,0.0
4,18.670093,10.446226,10.4371,0.0,0.0,0.0,0.0
5,84.630108,346.75674,42.040647,1.095414,55.924325,40.576451,203.138941
6,95.135128,498.819074,97.407487,0.532201,61.634794,16.959335,319.177985
7,95.280513,645.517035,80.679878,0.484174,60.944895,5.558397,494.536234
8,130.520272,682.464291,129.446829,0.414329,56.288592,27.665564,452.945271
9,109.038368,902.050155,116.945286,0.793418,61.486608,32.048027,674.981179
10,120.387509,997.762856,136.352436,0.77343,60.25663,35.239362,747.288969
11,158.275246,1075.653739,127.977501,0.713363,55.608581,18.886084,870.070235
12,161.706134,1279.594618,134.30104,7.352894,56.185292,17.991123,1040.661399
13,112.952974,1464.505419,66.387122,0.362508,56.061563,1.616915,1331.62073
14,109.669869,1589.740939,90.914485,0.444746,61.447715,15.601886,1418.914613
15,125.942282,1699.758238,76.365038,0.582648,56.27042,7.588381,1550.500507
16,149.750644,1764.770549,66.397549,0.779641,56.012953,22.251751,1603.114308
17,143.763364,1918.131056,56.56592,0.61522,55.946596,14.382442,1780.682442
18,138.057686,1999.586804,84.4162,0.370032,55.915269,4.142944,1852.842755
19,128.700064,2130.062132,38.419238,0.339717,56.333707,0.330424,2032.803407
20,85.090158,2273.794556,55.28546,0.469387,59.331878,3.651792,2152.217058
21,119.127773,2333.95667,66.326111,0.34305,59.967196,3.017083,2202.47344
