,bitwuzla,leanSAT,leanSAT-rw,leanSAT-bb,leanSAT-sat,leanSAT-lrat-t,leanSAT-lrat-c
0,7.661127,7.613933,7.606229,0.0,0.0,0.0,0.0
1,77.56635,127.385109,44.103542,0.174783,59.058591,8.15845,7.788808
2,10.008926,19.564357,19.53936,0.0,0.0,0.0,0.0
3,7.57864,17.030638,17.020806,0.0,0.0,0.0,0.0
4,19.19007,10.718537,10.685612,0.0,0.0,0.0,0.0
5,94.497026,344.888338,105.407006,0.495738,60.792522,34.665229,133.826497
6,103.55483,447.595181,100.322127,0.195983,56.477678,2.694672,279.482917
7,90.253057,580.696434,94.996619,0.332324,56.875252,3.777247,422.234632
8,138.530849,640.372302,116.51815,0.165529,55.941385,16.520316,449.668013
9,105.397818,810.054515,88.435784,0.310912,56.210986,14.35804,648.749779
10,130.271937,879.974607,158.683025,0.487561,55.885135,19.02508,637.939454
11,140.768869,1012.48091,93.167674,0.332741,55.82108,15.5757,845.225364
12,169.564986,1074.073212,118.503905,0.417556,55.735236,5.669045,886.820018
13,144.235151,1300.5291,116.333755,0.458375,56.665443,1.657439,1123.61574
14,127.584489,1455.386605,115.603943,0.286037,56.52396,7.316593,1274.007638
15,121.74891,1542.973707,80.115712,0.156231,56.974171,1.041253,1397.192492
16,130.868629,1624.469646,95.436141,6.216888,59.101667,20.333139,1435.090493
17,145.917579,1752.643616,79.318691,0.30012,55.918152,3.630467,1611.540641
18,156.783549,1836.823825,95.118953,0.286265,55.827835,1.551716,1682.56146
19,105.509043,1969.752771,48.141052,0.129769,57.384284,0.412815,1862.516724
20,117.176891,2027.781517,52.289515,0.147762,55.813105,0.618885,1918.010651
21,157.21285,2077.999225,35.517542,0.162419,55.777807,0.781818,1984.763408
