,function_name,LLVM_globalisel_similarity
460,7_function_91,"[['remu', 'a1,', 'a1,', 'a1'], ['sra', 'a0,', 'a0,', 'a1'], ['rem', 'a1,', 'a2,', 'a0'], ['slli', 'a3,', 'a3,', '63'], ['srai', 'a3,', 'a3,', '63'], ['and', 'a1,', 'a0,', 'a1'], ['srl', 'a0,', 'a0,', 'a3'], ['xor', 'a0,', 'a1,', 'a0'], ['ret']]"
461,5_function_89,"[['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
462,3_function_23,"[['andi', 'a0,', 'a0,', '1'], ['bnez', 'a0,', '.LBB0_2'], ['mv', 'a1,', 'a2'], ['div', 'a0,', 'a1,', 'a1'], ['ret']]"
463,3_function_8,"[['sra', 'a1,', 'a1,', 'a0'], ['xor', 'a0,', 'a0,', 'a1'], ['snez', 'a0,', 'a0'], ['ret']]"
464,4_function_57,"[['andi', 'a1,', 'a0,', '1'], ['bnez', 'a1,', '.LBB0_2'], ['slli', 'a1,', 'a0,', '63'], ['srai', 'a1,', 'a1,', '63'], ['srl', 'a0,', 'a1,', 'a0'], ['ret']]"
465,8_function_86,"[['andi', 'a3,', 'a1,', '1'], ['srl', 'a1,', 'a0,', 'a0'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a2,', 'a0'], ['xor', 'a3,', 'a0,', 'a2'], ['seqz', 'a3,', 'a3'], ['slli', 'a3,', 'a3,', '63'], ['srai', 'a3,', 'a3,', '63'], ['div', 'a0,', 'a3,', 'a0'], ['sra', 'a0,', 'a2,', 'a0'], ['xor', 'a0,', 'a1,', 'a0'], ['snez', 'a0,', 'a0'], ['ret']]"
466,6_function_17,"[['rem', 'a1,', 'a1,', 'a2'], ['andi', 'a0,', 'a0,', '1'], ['bnez', 'a0,', '.LBB0_2'], ['div', 'a0,', 'a1,', 'a2'], ['sext.w', 'a0,', 'a0'], ['divu', 'a1,', 'a0,', 'a1'], ['mv', 'a0,', 'a1'], ['ret']]"
467,3_function_35,"[['remu', 'a0,', 'a0,', 'a0'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
468,5_function_57,"[['sext.w', 'a1,', 'zero'], ['mv', 'a0,', 'a1'], ['ret']]"
469,7_function_21,"[['xor', 'a3,', 'a0,', 'a1'], ['and', 'a0,', 'a0,', 'a2'], ['srl', 'a1,', 'a3,', 'a1'], ['sra', 'a1,', 'a3,', 'a1'], ['srl', 'a0,', 'a0,', 'a2'], ['and', 'a0,', 'a1,', 'a0'], ['ret']]"
470,8_function_79,"[['or', 'a0,', 'a0,', 'a1'], ['and', 'a0,', 'a0,', 'a2'], ['div', 'a0,', 'a0,', 'a0'], ['srl', 'a2,', 'a0,', 'a2'], ['rem', 'a2,', 'a1,', 'a2'], ['remu', 'a0,', 'a0,', 'a2'], ['or', 'a0,', 'a0,', 'a1'], ['rem', 'a0,', 'a0,', 'a0'], ['ret']]"
471,4_function_1,"[['sext.w', 'a0,', 'a0'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
472,3_function_78,[['ret']]
473,7_function_92,"[['remu', 'a0,', 'a0,', 'a1'], ['sext.w', 'a1,', 'a0'], ['zext.w', 'a0,', 'a0'], ['divu', 'a1,', 'a1,', 'a0'], ['rem', 'a0,', 'a1,', 'a0'], ['ret']]"
474,8_function_38,"[['mv', 'a2,', 'a0'], ['or', 'a0,', 'a1,', 'a0'], ['blt', 'a2,', 'a2,', '.LBB0_2'], ['sra', 'a0,', 'a0,', 'a2'], ['rem', 'a0,', 'a2,', 'a0'], ['ret']]"
475,7_function_60,"[['slt', 'a3,', 'a0,', 'a0'], ['xori', 'a3,', 'a3,', '1'], ['bge', 'a0,', 'a0,', '.LBB0_2'], ['xor', 'a0,', 'a0,', 'a2'], ['j', '.LBB0_3'], ['divu', 'a0,', 'a1,', 'a0'], ['rem', 'a0,', 'a0,', 'a2'], ['slli', 'a3,', 'a3,', '63'], ['srai', 'a3,', 'a3,', '63'], ['slt', 'a0,', 'a0,', 'a3'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
476,8_function_32,"[['remu', 'a3,', 'a0,', 'a0'], ['andi', 'a1,', 'a1,', '1'], ['bnez', 'a1,', '.LBB0_2'], ['mv', 'a2,', 'a3'], ['div', 'a1,', 'a2,', 'a3'], ['and', 'a0,', 'a1,', 'a0'], ['zext.w', 'a0,', 'a0'], ['div', 'a0,', 'a0,', 'a0'], ['divu', 'a0,', 'a3,', 'a0'], ['ret']]"
477,5_function_76,"[['andi', 'a2,', 'a0,', '1'], ['mv', 'a0,', 'a1'], ['bnez', 'a2,', '.LBB0_2'], ['seqz', 'a0,', 'a0'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
478,3_function_55,"[['mv', 'a3,', 'a0'], ['mv', 'a0,', 'a1'], ['bne', 'a3,', 'a1,', '.LBB0_2'], ['or', 'a0,', 'a2,', 'a0'], ['ret']]"
479,6_function_66,"[['andi', 'a3,', 'a0,', '1'], ['andi', 'a1,', 'a1,', '1'], ['bgeu', 'a1,', 'a3,', '.LBB0_2'], ['mv', 'a2,', 'a0'], ['mv', 'a0,', 'a2'], ['ret']]"
480,5_function_42,"[['andi', 'a1,', 'a1,', '1'], ['beqz', 'a1,', '.LBB0_2'], ['divu', 'a1,', 'a0,', 'a0'], ['or', 'a1,', 'a0,', 'a1'], ['remu', 'a2,', 'a2,', 'a1'], ['srl', 'a0,', 'a0,', 'a2'], ['ret']]"
481,6_function_7,"[['zext.w', 'a2,', 'a1'], ['xor', 'a2,', 'a1,', 'a2'], ['srl', 'a1,', 'a2,', 'a1'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
482,5_function_98,"[['sra', 'a0,', 'a0,', 'a0'], ['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['sltu', 'a0,', 'a2,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
483,4_function_45,"[['andi', 'a1,', 'a1,', '1'], ['rem', 'a0,', 'a0,', 'a1'], ['rem', 'a1,', 'a2,', 'a0'], ['sltu', 'a0,', 'a1,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
484,7_function_56,"[['div', 'a3,', 'a0,', 'a0'], ['or', 'a1,', 'a1,', 'a2'], ['sra', 'a1,', 'a3,', 'a1'], ['andi', 'a2,', 'a1,', '1'], ['bnez', 'a2,', '.LBB0_2'], ['mv', 'a3,', 'a1'], ['xor', 'a0,', 'a0,', 'a3'], ['ret']]"
485,8_function_27,"[['slt', 'a4,', 'a0,', 'a1'], ['and', 'a3,', 'a1,', 'a4'], ['xor', 'a3,', 'a0,', 'a3'], ['bge', 'a2,', 'a3,', '.LBB0_2'], ['rem', 'a1,', 'a4,', 'a0'], ['srl', 'a0,', 'a3,', 'a1'], ['ret']]"
486,5_function_47,[['ret']]
487,3_function_18,"[['rem', 'a0,', 'a0,', 'a1'], ['xor', 'a2,', 'a0,', 'a2'], ['slt', 'a0,', 'a2,', 'a0'], ['ret']]"
488,6_function_20,"[['rem', 'a2,', 'a0,', 'a0'], ['divu', 'a0,', 'a0,', 'a2'], ['zext.w', 'a1,', 'a1'], ['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
489,4_function_83,"[['sext.w', 'a2,', 'a2'], ['or', 'a1,', 'a1,', 'a2'], ['remu', 'a1,', 'a1,', 'a2'], ['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
490,7_function_95,"[['slli', 'a3,', 'a0,', '63'], ['srai', 'a3,', 'a3,', '63'], ['divu', 'a0,', 'a0,', 'a3'], ['bltu', 'a2,', 'a1,', '.LBB0_2'], ['mv', 'a2,', 'a0'], ['and', 'a0,', 'a0,', 'a2'], ['ret']]"
491,5_function_84,"[['sext.w', 'a1,', 'a1'], ['divu', 'a0,', 'a0,', 'a1'], ['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['xor', 'a0,', 'a0,', 'a2'], ['ret']]"
492,3_function_29,"[['li', 'a0,', '0'], ['ret']]"
493,6_function_40,"[['remu', 'a2,', 'a0,', 'a0'], ['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['divu', 'a1,', 'a2,', 'a1'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
494,4_function_87,"[['sext.w', 'a1,', 'a1'], ['and', 'a2,', 'a2,', 'a1'], ['divu', 'a1,', 'a1,', 'a2'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
495,5_function_5,"[['zext.w', 'a1,', 'a0'], ['xor', 'a0,', 'a1,', 'a0'], ['seqz', 'a0,', 'a0'], ['ret']]"
496,5_function_10,"[['div', 'a0,', 'a0,', 'a0'], ['sext.w', 'a2,', 'a2'], ['and', 'a1,', 'a1,', 'a2'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
497,6_function_45,"[['remu', 'a1,', 'a2,', 'a0'], ['xor', 'a1,', 'a0,', 'a1'], ['rem', 'a0,', 'a1,', 'a0'], ['ret']]"
498,8_function_82,"[['div', 'a2,', 'a0,', 'a0'], ['xor', 'a2,', 'a0,', 'a2'], ['remu', 'a2,', 'a0,', 'a2'], ['sra', 'a0,', 'a1,', 'a0'], ['or', 'a0,', 'a2,', 'a0'], ['ret']]"
499,8_function_37,"[['and', 'a1,', 'a0,', 'a1'], ['andi', 'a2,', 'a2,', '1'], ['rem', 'a1,', 'a1,', 'a2'], ['div', 'a1,', 'a0,', 'a1'], ['zext.w', 'a1,', 'a1'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
500,8_function_8,"[['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['and', 'a1,', 'a1,', 'a0'], ['sra', 'a1,', 'a1,', 'a2'], ['div', 'a1,', 'a1,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
501,7_function_50,"[['andi', 'a3,', 'a0,', '1'], ['beqz', 'a3,', '.LBB0_2'], ['rem', 'a2,', 'a1,', 'a2'], ['xor', 'a0,', 'a0,', 'a2'], ['zext.w', 'a0,', 'a0'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
502,5_function_6,"[['div', 'a0,', 'zero,', 'a0'], ['divu', 'a0,', 'a0,', 'a0'], ['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
503,8_function_60,"[['rem', 'a3,', 'a0,', 'a0'], ['bnez', 'a0,', '.LBB0_2'], ['xor', 'a0,', 'a0,', 'a2'], ['or', 'a0,', 'a3,', 'a0'], ['ret'], ['sext.w', 'a1,', 'a1'], ['xor', 'a0,', 'a1,', 'a0'], ['or', 'a0,', 'a3,', 'a0'], ['ret']]"
504,7_function_65,"[['rem', 'a0,', 'a2,', 'a2'], ['div', 'a2,', 'a1,', 'a1'], ['or', 'a0,', 'a1,', 'a0'], ['or', 'a0,', 'a2,', 'a0'], ['ret']]"
505,5_function_80,"[['srl', 'a0,', 'a0,', 'a0'], ['divu', 'a0,', 'a0,', 'a1'], ['divu', 'a0,', 'a0,', 'a2'], ['ret']]"
506,6_function_64,"[['divu', 'a0,', 'a1,', 'a1'], ['ret']]"
507,8_function_76,"[['andi', 'a2,', 'a2,', '1'], ['remu', 'a3,', 'a1,', 'a2'], ['div', 'a4,', 'a1,', 'a0'], ['and', 'a2,', 'a2,', 'a3'], ['rem', 'a2,', 'a4,', 'a2'], ['or', 'a1,', 'a0,', 'a1'], ['divu', 'a1,', 'a1,', 'a2'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
508,8_function_41,"[['sra', 'a3,', 'a0,', 'a1'], ['andi', 'a4,', 'a2,', '1'], ['srl', 'a2,', 'a0,', 'a3'], ['bnez', 'a4,', '.LBB0_2'], ['mv', 'a1,', 'a0'], ['xor', 'a1,', 'a2,', 'a1'], ['seqz', 'a1,', 'a1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['slt', 'a0,', 'a1,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
509,5_function_38,"[['sra', 'a1,', 'a0,', 'a1'], ['xor', 'a3,', 'a0,', 'a1'], ['blt', 'a3,', 'a2,', '.LBB0_2'], ['srl', 'a0,', 'a1,', 'a2'], ['ret']]"
510,7_function_35,"[['srl', 'a2,', 'a0,', 'a1'], ['sra', 'a1,', 'a1,', 'a2'], ['xor', 'a1,', 'a1,', 'a2'], ['sltu', 'a1,', 'a0,', 'a1'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
511,7_function_24,"[['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['divu', 'a0,', 'a0,', 'a1'], ['sra', 'a1,', 'a2,', 'a0'], ['bgeu', 'a2,', 'a0,', '.LBB0_2'], ['xor', 'a1,', 'a2,', 'a1'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
512,4_function_27,"[['sext.w', 'a0,', 'a0'], ['srl', 'a1,', 'a1,', 'a2'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
513,3_function_11,"[['blt', 'a1,', 'a0,', '.LBB0_2'], ['mv', 'a2,', 'a0'], ['mv', 'a0,', 'a2'], ['ret']]"
514,4_function_86,"[['andi', 'a1,', 'a1,', '1'], ['bnez', 'a1,', '.LBB0_2'], ['mv', 'a2,', 'a0'], ['remu', 'a1,', 'a2,', 'a0'], ['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
515,7_function_16,"[['srl', 'a3,', 'a0,', 'a0'], ['sext.w', 'a1,', 'a1'], ['or', 'a0,', 'a1,', 'a0'], ['remu', 'a0,', 'a3,', 'a0'], ['divu', 'a1,', 'a2,', 'a3'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
516,6_function_90,"[['divu', 'a4,', 'a0,', 'a1'], ['srl', 'a5,', 'a2,', 'a1'], ['andi', 'a3,', 'a3,', '1'], ['srl', 'a1,', 'a1,', 'a5'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a2,', 'a0'], ['or', 'a0,', 'a1,', 'a2'], ['or', 'a0,', 'a4,', 'a0'], ['ret']]"
517,7_function_78,"[['andi', 'a3,', 'a1,', '1'], ['mv', 'a1,', 'a0'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a1,', 'a2'], ['sltu', 'a2,', 'a1,', 'a0'], ['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['srl', 'a1,', 'a1,', 'a2'], ['div', 'a0,', 'a0,', 'a1'], ['sext.w', 'a0,', 'a0'], ['ret']]"
518,5_function_36,"[['andi', 'a0,', 'a0,', '1'], ['srl', 'a1,', 'a0,', 'a1'], ['zext.w', 'a2,', 'a2'], ['and', 'a1,', 'a1,', 'a2'], ['slt', 'a0,', 'a0,', 'a1'], ['ret']]"
519,8_function_46,"[['remu', 'a2,', 'a1,', 'a2'], ['sext.w', 'a3,', 'a3'], ['sra', 'a4,', 'a0,', 'a2'], ['sra', 'a1,', 'a1,', 'a2'], ['xor', 'a1,', 'a3,', 'a1'], ['xor', 'a1,', 'a4,', 'a1'], ['and', 'a0,', 'a0,', 'a1'], ['slt', 'a0,', 'a0,', 'a4'], ['ret']]"
520,7_function_13,"[['sltu', 'a3,', 'a1,', 'a1'], ['slli', 'a3,', 'a3,', '63'], ['srai', 'a3,', 'a3,', '63'], ['bne', 'a0,', 'a3,', '.LBB0_2'], ['rem', 'a1,', 'a1,', 'a2'], ['remu', 'a0,', 'a1,', 'a1'], ['ret']]"
521,7_function_98,"[['or', 'a3,', 'a0,', 'a1'], ['sra', 'a2,', 'a0,', 'a2'], ['div', 'a1,', 'a2,', 'a1'], ['remu', 'a0,', 'a3,', 'a0'], ['div', 'a0,', 'a1,', 'a0'], ['remu', 'a0,', 'a3,', 'a0'], ['ret']]"
522,6_function_48,"[['div', 'a3,', 'a0,', 'a1'], ['andi', 'a2,', 'a2,', '1'], ['bnez', 'a2,', '.LBB0_2'], ['mv', 'a0,', 'a3'], ['divu', 'a2,', 'a3,', 'a0'], ['rem', 'a1,', 'a1,', 'a2'], ['sra', 'a0,', 'a0,', 'a1'], ['xor', 'a0,', 'a2,', 'a0'], ['seqz', 'a0,', 'a0'], ['ret']]"
523,6_function_53,"[['or', 'a0,', 'a0,', 'a1'], ['andi', 'a2,', 'a0,', '1'], ['or', 'a0,', 'a1,', 'a0'], ['or', 'a0,', 'a0,', 'a2'], ['remu', 'a0,', 'a2,', 'a0'], ['ret']]"
524,6_function_13,"[['remu', 'a0,', 'a0,', 'a0'], ['andi', 'a1,', 'a1,', '1'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
525,5_function_60,"[['or', 'a2,', 'a2,', 'a0'], ['rem', 'a3,', 'a1,', 'a2'], ['sra', 'a0,', 'a0,', 'a1'], ['or', 'a0,', 'a0,', 'a3'], ['slt', 'a0,', 'a0,', 'a2'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
526,3_function_72,[['ret']]
527,8_function_84,"[['andi', 'a0,', 'a0,', '1'], ['xor', 'a0,', 'a1,', 'a0'], ['sgtz', 'a0,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['div', 'a0,', 'a0,', 'a2'], ['ret']]"
528,4_function_41,"[['remu', 'a0,', 'a0,', 'a0'], ['zext.w', 'a1,', 'a1'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
529,3_function_63,"[['remu', 'a1,', 'a1,', 'a2'], ['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
530,6_function_88,"[['rem', 'a0,', 'a0,', 'a1'], ['xor', 'a1,', 'a0,', 'a1'], ['xor', 'a0,', 'a1,', 'a0'], ['and', 'a0,', 'a0,', 'a2'], ['sra', 'a0,', 'a1,', 'a0'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
531,8_function_91,"[['sext.w', 'a1,', 'a1'], ['bltu', 'a0,', 'a1,', '.LBB0_2'], ['mv', 'a1,', 'a2'], ['zext.w', 'a2,', 'a1'], ['srl', 'a0,', 'a1,', 'a0'], ['sra', 'a0,', 'a2,', 'a0'], ['ret']]"
532,4_function_82,"[['andi', 'a3,', 'a0,', '1'], ['mv', 'a0,', 'a1'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a0,', 'a2'], ['divu', 'a1,', 'a0,', 'a1'], ['divu', 'a1,', 'a1,', 'a1'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
533,3_function_88,"[['andi', 'a1,', 'a1,', '1'], ['slt', 'a0,', 'a1,', 'a0'], ['ret']]"
534,3_function_16,"[['srl', 'a0,', 'a0,', 'a1'], ['li', 'a0,', '0'], ['ret']]"
535,6_function_94,"[['xor', 'a1,', 'a1,', 'a2'], ['seqz', 'a1,', 'a1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['slt', 'a0,', 'a1,', 'a0'], ['srl', 'a0,', 'a0,', 'a0'], ['ret']]"
536,3_function_40,"[['slt', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
537,4_function_64,"[['andi', 'a1,', 'a1,', '1'], ['bnez', 'a1,', '.LBB0_2'], ['mv', 'a2,', 'a0'], ['rem', 'a1,', 'a0,', 'a2'], ['andi', 'a1,', 'a1,', '1'], ['bnez', 'a1,', '.LBB0_4'], ['mv', 'a0,', 'a2'], ['ret']]"
538,7_function_80,"[['andi', 'a3,', 'a2,', '1'], ['mv', 'a2,', 'a0'], ['beqz', 'a3,', '.LBB0_3'], ['srl', 'a3,', 'a0,', 'a2'], ['bltu', 'a3,', 'a1,', '.LBB0_4'], ['and', 'a0,', 'a0,', 'a2'], ['ret'], ['mv', 'a2,', 'a1'], ['srl', 'a3,', 'a0,', 'a1'], ['bgeu', 'a3,', 'a1,', '.LBB0_2'], ['or', 'a2,', 'a3,', 'a0'], ['and', 'a0,', 'a0,', 'a2'], ['ret']]"
539,6_function_99,"[['sra', 'a0,', 'a0,', 'a0'], ['or', 'a1,', 'a0,', 'a1'], ['sext.w', 'a2,', 'a1'], ['xor', 'a1,', 'a2,', 'a1'], ['sltu', 'a0,', 'a1,', 'a0'], ['ret']]"
540,5_function_29,"[['div', 'a0,', 'a0,', 'a2'], ['sext.w', 'a0,', 'a0'], ['ret']]"
541,5_function_22,"[['remu', 'a0,', 'a0,', 'a0'], ['slli', 'a2,', 'a0,', '63'], ['srai', 'a2,', 'a2,', '63'], ['srl', 'a0,', 'a1,', 'a0'], ['slt', 'a0,', 'a0,', 'a2'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
542,6_function_2,"[['zext.w', 'a1,', 'a1'], ['rem', 'a2,', 'a1,', 'a1'], ['divu', 'a1,', 'a2,', 'a1'], ['sra', 'a1,', 'a1,', 'a0'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
543,3_function_86,"[['sext.w', 'a0,', 'a0'], ['ret']]"
544,8_function_90,"[['srl', 'a2,', 'a0,', 'a0'], ['xor', 'a0,', 'a0,', 'a2'], ['zext.w', 'a0,', 'a0'], ['and', 'a0,', 'a0,', 'a1'], ['rem', 'a0,', 'zero,', 'a0'], ['ret']]"
545,8_function_72,"[['divu', 'a3,', 'a0,', 'a1'], ['div', 'a4,', 'a2,', 'a0'], ['srl', 'a0,', 'a1,', 'a0'], ['div', 'a0,', 'a3,', 'a0'], ['sra', 'a2,', 'a2,', 'a4'], ['and', 'a1,', 'a1,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
546,6_function_96,"[['andi', 'a1,', 'a1,', '1'], ['sext.w', 'a3,', 'a3'], ['bnez', 'a1,', '.LBB0_2'], ['mv', 'a2,', 'a3'], ['sltu', 'a1,', 'a2,', 'a0'], ['xor', 'a0,', 'a0,', 'a1'], ['divu', 'a0,', 'a0,', 'a3'], ['ret']]"
547,3_function_2,"[['sra', 'a0,', 'a0,', 'a0'], ['andi', 'a3,', 'a1,', '1'], ['mv', 'a1,', 'a0'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a1,', 'a2'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
548,3_function_90,"[['bge', 'a1,', 'a0,', '.LBB0_2'], ['mv', 'a2,', 'a0'], ['mv', 'a0,', 'a2'], ['ret']]"
549,3_function_38,"[['sltu', 'a0,', 'a0,', 'a0'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
550,4_function_71,"[['rem', 'a1,', 'a0,', 'a0'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
551,4_function_29,"[['divu', 'a0,', 'a0,', 'a1'], ['div', 'a1,', 'a0,', 'a2'], ['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
552,3_function_5,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
553,7_function_51,"[['andi', 'a1,', 'a1,', '1'], ['and', 'a2,', 'a0,', 'a2'], ['xor', 'a1,', 'a1,', 'a2'], ['sra', 'a1,', 'a0,', 'a1'], ['remu', 'a1,', 'a1,', 'a2'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
554,5_function_13,"[['divu', 'a0,', 'a2,', 'a2'], ['ret']]"
555,6_function_54,"[['sext.w', 'a1,', 'a0'], ['sra', 'a2,', 'a1,', 'a1'], ['mv', 'a0,', 'a2'], ['ret']]"
556,7_function_40,"[['zext.w', 'a2,', 'a2'], ['remu', 'a2,', 'a1,', 'a2'], ['sra', 'a0,', 'a0,', 'a1'], ['sext.w', 'a2,', 'a2'], ['remu', 'a0,', 'a0,', 'a2'], ['ret']]"
557,7_function_17,"[['rem', 'a1,', 'a0,', 'a1'], ['sra', 'a1,', 'a1,', 'a2'], ['zext.w', 'a0,', 'a0'], ['remu', 'a0,', 'a1,', 'a0'], ['ret']]"
558,6_function_74,"[['div', 'a2,', 'a0,', 'a2'], ['zext.w', 'a3,', 'a1'], ['remu', 'a2,', 'a3,', 'a2'], ['remu', 'a0,', 'a0,', 'a2'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
559,5_function_46,"[['remu', 'a0,', 'a0,', 'a0'], ['remu', 'a1,', 'a1,', 'a0'], ['remu', 'a1,', 'a1,', 'a0'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
560,7_function_41,"[['mv', 'a3,', 'a2'], ['bltu', 'a0,', 'a1,', '.LBB0_4'], ['remu', 'a0,', 'a1,', 'a1'], ['bgeu', 'a0,', 'a3,', '.LBB0_5'], ['bgeu', 'a0,', 'a3,', '.LBB0_6'], ['ret'], ['mv', 'a3,', 'a0'], ['remu', 'a0,', 'a1,', 'a1'], ['bltu', 'a0,', 'a3,', '.LBB0_2'], ['mv', 'a2,', 'a3'], ['bltu', 'a0,', 'a3,', '.LBB0_3'], ['mv', 'a0,', 'a2'], ['ret']]"
561,4_function_58,"[['srl', 'a0,', 'a0,', 'a0'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
562,8_function_48,"[['divu', 'a1,', 'a0,', 'a1'], ['sext.w', 'a2,', 'a1'], ['slt', 'a0,', 'a1,', 'a0'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['remu', 'a0,', 'a0,', 'zero'], ['sra', 'a0,', 'a2,', 'a0'], ['ret']]"
563,7_function_8,"[['divu', 'a1,', 'a1,', 'a2'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['xor', 'a0,', 'a0,', 'a1'], ['sext.w', 'a3,', 'a3'], ['divu', 'a0,', 'a0,', 'a3'], ['ret']]"
564,3_function_47,"[['div', 'a0,', 'a0,', 'a0'], ['ret']]"
565,7_function_47,"[['xor', 'a1,', 'a0,', 'a1'], ['divu', 'a0,', 'a1,', 'a0'], ['divu', 'a0,', 'a0,', 'a2'], ['bext', 'a0,', 'a1,', 'a0'], ['ret']]"
566,8_function_12,"[['sra', 'a4,', 'a2,', 'a0'], ['or', 'a2,', 'a1,', 'a4'], ['andi', 'a3,', 'a2,', '1'], ['mv', 'a1,', 'a2'], ['bnez', 'a3,', '.LBB0_2'], ['mv', 'a1,', 'a4'], ['beqz', 'a3,', '.LBB0_4'], ['div', 'a1,', 'a2,', 'a2'], ['sltu', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
567,5_function_8,"[['div', 'a1,', 'a0,', 'a0'], ['divu', 'a0,', 'a0,', 'a2'], ['xor', 'a0,', 'a1,', 'a0'], ['snez', 'a0,', 'a0'], ['ret']]"
568,8_function_66,"[['rem', 'a3,', 'a0,', 'a0'], ['and', 'a0,', 'a3,', 'a0'], ['remu', 'a2,', 'a0,', 'a2'], ['or', 'a1,', 'a1,', 'a2'], ['sltu', 'a1,', 'a1,', 'a3'], ['xori', 'a1,', 'a1,', '1'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
569,6_function_79,"[['divu', 'a3,', 'a2,', 'a2'], ['xor', 'a0,', 'a0,', 'a1'], ['or', 'a2,', 'a0,', 'a2'], ['remu', 'a1,', 'a2,', 'a3'], ['or', 'a0,', 'a1,', 'a0'], ['ret']]"
570,5_function_52,"[['slt', 'a1,', 'a1,', 'a0'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['sra', 'a0,', 'a0,', 'a1'], ['divu', 'a0,', 'a0,', 'a1'], ['or', 'a0,', 'a1,', 'a0'], ['ret']]"
