,function_name,LEANMLIR_opt_similarity
290,8_function_25,"[['andi', 'a0,', 'a0,', '1'], ['sltu', 't0,', 'a0,', 'a0'], ['xori', 't0,', 't0,', '1'], ['andi', 't0,', 't0,', '1'], ['div', 't1,', 'a0,', 'a1'], ['srl', 'a0,', 'a0,', 't1'], ['div', 'a1,', 'a1,', 'a0'], ['srl', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
291,7_function_91,"[['remu', 'a1,', 'a1,', 'a1'], ['sra', 'a0,', 'a0,', 'a1'], ['rem', 'a2,', 'a2,', 'a0'], ['and', 'a2,', 'a2,', 'a0'], ['slli', 'a3,', 'a3,', '63'], ['srai', 'a3,', 'a3,', '63'], ['srl', 'a0,', 'a0,', 'a3'], ['xor', 'a2,', 'a2,', 'a0'], ['mv', 'a0,', 'a2'], ['ret']]"
292,5_function_39,"[['xor', 'a0,', 'a0,', 'a1'], ['zext.w', 'a0,', 'a0'], ['ret']]"
293,8_function_8,"[['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['and', 'a1,', 'a1,', 'a0'], ['sra', 'a1,', 'a1,', 'a2'], ['div', 'a1,', 'a1,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
294,4_function_78,"[['srl', 't0,', 'a0,', 'a0'], ['remu', 'a1,', 'a1,', 'a0'], ['or', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
295,3_function_74,"[['divu', 'a0,', 'a0,', 'a0'], ['srl', 'a0,', 'a0,', 'a0'], ['ret']]"
296,3_function_17,"[['xor', 'a0,', 'a0,', 'a1'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
297,4_function_44,"[['snez', 'a0,', 'a0'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 'a0'], ['add', 'a1,', 'a1,', 'a2'], ['sra', 'a2,', 'a2,', 'a2'], ['xor', 'a1,', 'a1,', 'a2'], ['snez', 'a1,', 'a1'], ['mv', 'a0,', 'a1'], ['ret']]"
298,3_function_16,"[['nop'], ['li', 'a0,', '0'], ['ret']]"
299,8_function_32,"[['remu', 't0,', 'a0,', 'a0'], ['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 't0'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 't0'], ['div', 'a2,', 'a2,', 't0'], ['and', 'a2,', 'a2,', 'a0'], ['zext.w', 'a2,', 'a2'], ['div', 'a2,', 'a2,', 'a2'], ['divu', 't0,', 't0,', 'a2'], ['mv', 'a0,', 't0'], ['ret']]"
300,5_function_66,"[['xor', 'a1,', 'a1,', 'a2'], ['xor', 'a0,', 'a0,', 'a1'], ['div', 'a2,', 'a2,', 'a0'], ['and', 'a0,', 'a0,', 'a2'], ['ret']]"
301,8_function_74,"[['sext.w', 'a0,', 'a0'], ['srl', 't0,', 'a1,', 'a0'], ['sra', 't0,', 't0,', 'a1'], ['or', 't0,', 'a0,', 't0'], ['xor', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
302,4_function_6,"[['and', 'a2,', 'a2,', 'a1'], ['xor', 'a2,', 'a2,', 'a1'], ['remu', 'a1,', 'a1,', 'a1'], ['snez', 'a0,', 'a0'], ['sub', 'a2,', 'a2,', 'a1'], ['mul', 'a2,', 'a2,', 'a0'], ['add', 'a2,', 'a2,', 'a1'], ['mv', 'a0,', 'a2'], ['ret']]"
303,5_function_84,"[['sext.w', 'a1,', 'a1'], ['divu', 'a0,', 'a0,', 'a1'], ['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['xor', 'a0,', 'a0,', 'a2'], ['ret']]"
304,8_function_95,"[['zext.w', 'a3,', 'a3'], ['rem', 'a2,', 'a2,', 'a3'], ['or', 'a2,', 'a2,', 'a1'], ['div', 'a3,', 'a0,', 'a3'], ['div', 'a2,', 'a2,', 'a3'], ['remu', 'a2,', 'a2,', 'a1'], ['srl', 'a0,', 'a0,', 'a2'], ['ret']]"
305,4_function_83,"[['sext.w', 'a2,', 'a2'], ['or', 'a1,', 'a1,', 'a2'], ['remu', 'a1,', 'a1,', 'a2'], ['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
306,7_function_15,"[['sra', 'a2,', 'a1,', 'a2'], ['sext.w', 't0,', 'a2'], ['zext.w', 'a2,', 'a2'], ['rem', 'a2,', 'a2,', 'a1'], ['sra', 't0,', 't0,', 'a2'], ['remu', 'a0,', 'a0,', 't0'], ['ret']]"
307,6_function_96,"[['sext.w', 'a3,', 'a3'], ['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 'a3'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 'a3'], ['sltu', 'a2,', 'a2,', 'a0'], ['andi', 'a2,', 'a2,', '1'], ['xor', 'a0,', 'a0,', 'a2'], ['divu', 'a0,', 'a0,', 'a3'], ['ret']]"
308,4_function_19,"[['and', 'a1,', 'a1,', 'a0'], ['rem', 'a0,', 'a0,', 'a1'], ['srl', 'a0,', 'a0,', 'a2'], ['ret']]"
309,6_function_17,"[['rem', 'a1,', 'a1,', 'a2'], ['div', 'a2,', 'a1,', 'a2'], ['sext.w', 'a2,', 'a2'], ['divu', 'a2,', 'a2,', 'a1'], ['snez', 'a0,', 'a0'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 'a0'], ['add', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
310,3_function_80,[['ret']]
311,6_function_81,"[['andi', 'a0,', 'a0,', '1'], ['divu', 'a1,', 'a0,', 'a1'], ['or', 'a1,', 'a1,', 'a2'], ['remu', 'a0,', 'a0,', 'a1'], ['sltu', 'a1,', 'a1,', 'a0'], ['xori', 'a1,', 'a1,', '1'], ['mv', 'a0,', 'a1'], ['ret']]"
312,4_function_14,"[['sext.w', 'a0,', 'a0'], ['sra', 't0,', 'a1,', 'a1'], ['remu', 'a1,', 'a1,', 't0'], ['sltu', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
313,6_function_54,"[['sext.w', 'a0,', 'a0'], ['sra', 't0,', 'a0,', 'a0'], ['nop'], ['and', 'a0,', 'a0,', 'zero'], ['srl', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
314,5_function_25,"[['xor', 'a1,', 'a1,', 'a0'], ['remu', 'a0,', 'a0,', 'a0'], ['sltu', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
315,3_function_50,"[['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 'a0'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 'a0'], ['and', 'a0,', 'a0,', 'a2'], ['ret']]"
316,8_function_36,"[['sltu', 't0,', 'a0,', 'a0'], ['xori', 't0,', 't0,', '1'], ['andi', 't0,', 't0,', '1'], ['xor', 'a1,', 'a1,', 't0'], ['rem', 'a2,', 'a2,', 'a0'], ['remu', 'a1,', 'a1,', 'a2'], ['srl', 'a1,', 'a1,', 't0'], ['divu', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
317,3_function_4,"[['andi', 'a0,', 'a0,', '1'], ['ret']]"
318,3_function_41,"[['remu', 't0,', 'a0,', 'a0'], ['srl', 'a0,', 'a0,', 't0'], ['ret']]"
319,5_function_16,"[['rem', 'a2,', 'a1,', 'a2'], ['divu', 'a2,', 'a0,', 'a2'], ['div', 'a1,', 'a1,', 'a2'], ['divu', 'a1,', 'a1,', 'a0'], ['sltu', 'a1,', 'a1,', 'a2'], ['xori', 'a1,', 'a1,', '1'], ['mv', 'a0,', 'a1'], ['ret']]"
320,7_function_70,"[['or', 't0,', 'a0,', 'a1'], ['or', 'a1,', 'a1,', 'a2'], ['slt', 't0,', 't0,', 'a1'], ['xori', 't0,', 't0,', '1'], ['snez', 't1,', 't0'], ['sub', 'a1,', 'a1,', 'a0'], ['mul', 'a1,', 'a1,', 't1'], ['add', 'a1,', 'a1,', 'a0'], ['rem', 'a1,', 'a2,', 'a1'], ['snez', 't0,', 't0'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 't0'], ['add', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
321,4_function_57,"[['slli', 't0,', 'a0,', '63'], ['srai', 't0,', 't0,', '63'], ['srl', 't0,', 't0,', 'a0'], ['snez', 't1,', 'a0'], ['sub', 'a0,', 'a0,', 't0'], ['mul', 'a0,', 'a0,', 't1'], ['add', 'a0,', 'a0,', 't0'], ['ret']]"
322,8_function_31,"[['sext.w', 'a1,', 'a1'], ['xor', 'a1,', 'a1,', 'a0'], ['or', 'a0,', 'a0,', 'a1'], ['div', 'a0,', 'a0,', 'a1'], ['zext.w', 'a0,', 'a0'], ['div', 'a0,', 'a0,', 'a2'], ['ret']]"
323,7_function_74,"[['divu', 'a0,', 'a0,', 'a0'], ['snez', 't0,', 'a0'], ['sub', 'a2,', 'a2,', 'a0'], ['mul', 'a2,', 'a2,', 't0'], ['add', 'a2,', 'a2,', 'a0'], ['xor', 'a2,', 'a2,', 'a1'], ['rem', 'a2,', 'a1,', 'a2'], ['snez', 'a0,', 'a0'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 'a0'], ['add', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
324,5_function_55,"[['divu', 't0,', 'a0,', 'a0'], ['andi', 'a0,', 'a0,', '1'], ['divu', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
325,6_function_82,"[['div', 'a1,', 'a0,', 'a1'], ['and', 'a2,', 'a2,', 'a0'], ['divu', 'a2,', 'a2,', 'a2'], ['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['divu', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
326,6_function_14,"[['srl', 'a0,', 'a0,', 'a0'], ['zext.w', 'a0,', 'a0'], ['ret']]"
327,3_function_24,"[['xor', 'a1,', 'a1,', 'a2'], ['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
328,6_function_0,"[['zext.w', 't0,', 'a0'], ['sra', 'a0,', 't0,', 'a0'], ['remu', 't0,', 't0,', 'a0'], ['andi', 'a1,', 'a1,', '1'], ['sltu', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
329,5_function_29,"[['mv', 'a1,', 'a2'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
330,6_function_71,"[['sra', 'a1,', 'a1,', 'a2'], ['and', 't0,', 'a0,', 'a1'], ['srl', 't0,', 't0,', 'a1'], ['xor', 'a2,', 'a2,', 'a0'], ['div', 't0,', 't0,', 'a2'], ['mv', 'a0,', 't0'], ['ret']]"
331,4_function_2,"[['xor', 'a0,', 'a0,', 'a1'], ['or', 'a2,', 'a2,', 'a0'], ['div', 'a0,', 'a0,', 'a2'], ['ret']]"
332,8_function_49,"[['nop'], ['li', 't0,', '0'], ['sra', 'a0,', 'a0,', 'a1'], ['sltu', 't0,', 't0,', 'a0'], ['xori', 't0,', 't0,', '1'], ['and', 'a0,', 'a0,', 'a2'], ['snez', 't0,', 't0'], ['sub', 'a0,', 'a0,', 'a2'], ['mul', 'a0,', 'a0,', 't0'], ['add', 'a0,', 'a0,', 'a2'], ['ret']]"
333,8_function_75,"[['srl', 't0,', 'a0,', 'a1'], ['rem', 't0,', 't0,', 'a1'], ['xor', 't0,', 'a2,', 't0'], ['and', 't0,', 't0,', 'a1'], ['sra', 'a2,', 'a2,', 'a0'], ['slt', 't0,', 't0,', 'a2'], ['xori', 't0,', 't0,', '1'], ['mv', 'a0,', 't0'], ['ret']]"
334,6_function_67,"[['div', 'a1,', 'a1,', 'a2'], ['xor', 'a0,', 'a0,', 'a1'], ['slli', 'a1,', 'a0,', '63'], ['srai', 'a1,', 'a1,', '63'], ['srl', 'a2,', 'a2,', 'a0'], ['sltu', 'a2,', 'a2,', 'a1'], ['xori', 'a2,', 'a2,', '1'], ['mv', 'a0,', 'a2'], ['ret']]"
335,8_function_18,"[['divu', 'a2,', 'a2,', 'a2'], ['xor', 'a2,', 'a2,', 'a0'], ['xor', 'a1,', 'a1,', 'a2'], ['div', 'a1,', 'a0,', 'a1'], ['andi', 'a3,', 'a3,', '1'], ['or', 'a1,', 'a1,', 'a3'], ['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
336,8_function_91,"[['sext.w', 't0,', 'a1'], ['sltu', 't1,', 'a0,', 't0'], ['snez', 't2,', 't1'], ['sub', 't0,', 't0,', 'a2'], ['mul', 't0,', 't0,', 't2'], ['add', 't0,', 't0,', 'a2'], ['zext.w', 'a1,', 'a1'], ['zext.w', 'a2,', 'a2'], ['snez', 't1,', 't1'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 't1'], ['add', 'a1,', 'a1,', 'a2'], ['srl', 't0,', 't0,', 'a0'], ['sra', 'a1,', 'a1,', 't0'], ['mv', 'a0,', 'a1'], ['ret']]"
337,3_function_93,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
338,5_function_62,"[['rem', 'a1,', 'a1,', 'a0'], ['sra', 'a0,', 'a0,', 'a1'], ['zext.w', 'a0,', 'a0'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
339,5_function_60,"[['sra', 't0,', 'a0,', 'a1'], ['or', 'a2,', 'a2,', 'a0'], ['rem', 'a1,', 'a1,', 'a2'], ['or', 't0,', 't0,', 'a1'], ['slt', 't0,', 't0,', 'a2'], ['xori', 't0,', 't0,', '1'], ['mv', 'a0,', 't0'], ['ret']]"
340,3_function_88,"[['andi', 'a1,', 'a1,', '1'], ['slt', 'a1,', 'a1,', 'a0'], ['andi', 'a1,', 'a1,', '1'], ['mv', 'a0,', 'a1'], ['ret']]"
341,8_function_10,"[['rem', 'a0,', 'a0,', 'a0'], ['xor', 'a2,', 'a2,', 'a1'], ['xor', 'a2,', 'a2,', 'a0'], ['srl', 'a1,', 'a1,', 'a2'], ['rem', 'a1,', 'a1,', 'a2'], ['and', 'a1,', 'a1,', 'a0'], ['or', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
342,3_function_3,"[['or', 'a1,', 'a1,', 'a2'], ['sltu', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
343,8_function_54,"[['remu', 't0,', 'a0,', 'a0'], ['xor', 'a0,', 'a0,', 't0'], ['sltu', 'a0,', 'a0,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['div', 't1,', 'a2,', 'a1'], ['snez', 'a1,', 'a1'], ['sub', 't1,', 't1,', 'a2'], ['mul', 't1,', 't1,', 'a1'], ['add', 't1,', 't1,', 'a2'], ['snez', 'a0,', 'a0'], ['sub', 't0,', 't0,', 't1'], ['mul', 't0,', 't0,', 'a0'], ['add', 't0,', 't0,', 't1'], ['sltu', 'a2,', 'a2,', 't0'], ['xori', 'a2,', 'a2,', '1'], ['mv', 'a0,', 'a2'], ['ret']]"
344,3_function_10,"[['rem', 't0,', 'a0,', 'a0'], ['xor', 'a0,', 'a0,', 't0'], ['ret']]"
345,3_function_77,"[['sra', 'a0,', 'a0,', 'a0'], ['srl', 'a1,', 'a1,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
346,5_function_13,"[['mv', 'a0,', 'a2'], ['divu', 'a0,', 'a0,', 'a0'], ['ret']]"
347,3_function_22,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
348,3_function_37,"[['sext.w', 'a0,', 'a0'], ['div', 'a0,', 'a0,', 'a1'], ['ret']]"
349,4_function_26,"[['snez', 'a1,', 'a1'], ['sub', 't0,', 'a0,', 'a2'], ['mul', 't0,', 't0,', 'a1'], ['add', 't0,', 't0,', 'a2'], ['div', 'a2,', 'a0,', 't0'], ['srl', 'a2,', 'a2,', 't0'], ['slt', 'a2,', 'a2,', 'a0'], ['mv', 'a0,', 'a2'], ['ret']]"
350,4_function_65,"[['sra', 'a0,', 'a0,', 'a1'], ['ret']]"
351,8_function_19,"[['remu', 't0,', 'a0,', 'a0'], ['snez', 't1,', 't0'], ['sub', 't2,', 'a0,', 't0'], ['mul', 't2,', 't2,', 't1'], ['add', 't2,', 't2,', 't0'], ['divu', 't0,', 't0,', 'a0'], ['or', 't2,', 't2,', 't0'], ['or', 'a1,', 'a1,', 'a2'], ['and', 't2,', 't2,', 'a1'], ['mv', 'a0,', 't2'], ['ret']]"
352,3_function_72,"[['zext.w', 'a0,', 'a0'], ['ret']]"
353,6_function_32,"[['div', 't0,', 'a0,', 'a0'], ['rem', 'a0,', 'a0,', 't0'], ['and', 'a1,', 'a1,', 'a2'], ['sltu', 'a1,', 'a1,', 'a0'], ['andi', 'a1,', 'a1,', '1'], ['mv', 'a0,', 'a1'], ['ret']]"
354,5_function_5,"[['zext.w', 't0,', 'a0'], ['xor', 't0,', 't0,', 'a0'], ['seqz', 't0,', 't0'], ['mv', 'a0,', 't0'], ['ret']]"
355,4_function_87,"[['sext.w', 'a1,', 'a1'], ['and', 'a2,', 'a2,', 'a1'], ['divu', 'a1,', 'a1,', 'a2'], ['and', 'a0,', 'a0,', 'a1'], ['ret']]"
356,3_function_87,"[['remu', 't0,', 'a1,', 'a1'], ['xor', 'a2,', 'a2,', 't0'], ['snez', 'a0,', 'a0'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 'a0'], ['add', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
357,7_function_72,"[['sra', 'a0,', 'a0,', 'a1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
358,7_function_86,"[['sra', 't0,', 'a0,', 'a0'], ['srl', 't0,', 't0,', 'a1'], ['div', 'a2,', 'a2,', 'a0'], ['sext.w', 'a3,', 'a3'], ['srl', 'a2,', 'a2,', 'a3'], ['srl', 't0,', 't0,', 'a2'], ['mv', 'a0,', 't0'], ['ret']]"
359,7_function_6,"[['divu', 't0,', 'a0,', 'a0'], ['srl', 't1,', 'a2,', 't0'], ['snez', 't0,', 't0'], ['sub', 'a2,', 'a2,', 't1'], ['mul', 'a2,', 'a2,', 't0'], ['add', 'a2,', 'a2,', 't1'], ['div', 't1,', 'a0,', 't1'], ['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 't1'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 't1'], ['div', 'a0,', 'a0,', 'a2'], ['ret']]"
360,6_function_90,"[['divu', 't0,', 'a0,', 'a1'], ['srl', 't1,', 'a2,', 'a1'], ['srl', 'a1,', 'a1,', 't1'], ['snez', 'a3,', 'a3'], ['sub', 'a2,', 'a2,', 'a0'], ['mul', 'a2,', 'a2,', 'a3'], ['add', 'a2,', 'a2,', 'a0'], ['or', 'a1,', 'a1,', 'a2'], ['or', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
361,7_function_97,"[['or', 'a1,', 'a1,', 'a0'], ['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['and', 't0,', 'a1,', 'a2'], ['xor', 't1,', 'a2,', 't0'], ['seqz', 't1,', 't1'], ['xor', 'a0,', 'a0,', 'a2'], ['snez', 't1,', 't1'], ['sub', 't0,', 't0,', 'a0'], ['mul', 't0,', 't0,', 't1'], ['add', 't0,', 't0,', 'a0'], ['sra', 'a1,', 'a1,', 't0'], ['mv', 'a0,', 'a1'], ['ret']]"
362,8_function_43,"[['sra', 'a1,', 'a1,', 'a2'], ['div', 'a2,', 'a1,', 'a1'], ['div', 't0,', 'a2,', 'a1'], ['or', 'a2,', 'a2,', 'a1'], ['div', 't0,', 't0,', 'a2'], ['snez', 'a0,', 'a0'], ['sub', 'a1,', 'a1,', 't0'], ['mul', 'a1,', 'a1,', 'a0'], ['add', 'a1,', 'a1,', 't0'], ['mv', 'a0,', 'a1'], ['ret']]"
363,8_function_66,"[['rem', 't0,', 'a0,', 'a0'], ['and', 'a0,', 't0,', 'a0'], ['remu', 'a2,', 'a0,', 'a2'], ['or', 'a1,', 'a1,', 'a2'], ['sltu', 'a1,', 'a1,', 't0'], ['xori', 'a1,', 'a1,', '1'], ['andi', 'a1,', 'a1,', '1'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
364,7_function_78,"[['snez', 'a1,', 'a1'], ['sub', 't0,', 'a0,', 'a2'], ['mul', 't0,', 't0,', 'a1'], ['add', 't0,', 't0,', 'a2'], ['sltu', 'a2,', 't0,', 'a0'], ['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['srl', 't0,', 't0,', 'a2'], ['div', 'a0,', 'a0,', 't0'], ['sext.w', 'a0,', 'a0'], ['ret']]"
365,5_function_3,"[['xor', 'a0,', 'a0,', 'a2'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
366,4_function_27,"[['sext.w', 'a0,', 'a0'], ['srl', 'a1,', 'a1,', 'a2'], ['rem', 'a0,', 'a0,', 'a1'], ['ret']]"
367,3_function_84,"[['sra', 't0,', 'a0,', 'a0'], ['rem', 't0,', 't0,', 'a0'], ['mv', 'a0,', 't0'], ['ret']]"
368,5_function_81,"[['snez', 'a0,', 'a0'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 'a0'], ['add', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
369,7_function_80,"[['snez', 'a2,', 'a2'], ['sub', 't0,', 'a0,', 'a1'], ['mul', 't0,', 't0,', 'a2'], ['add', 't0,', 't0,', 'a1'], ['srl', 'a2,', 'a0,', 't0'], ['sltu', 'a1,', 'a2,', 'a1'], ['or', 'a2,', 'a2,', 'a0'], ['snez', 'a1,', 'a1'], ['sub', 'a2,', 'a2,', 't0'], ['mul', 'a2,', 'a2,', 'a1'], ['add', 'a2,', 'a2,', 't0'], ['and', 'a0,', 'a0,', 'a2'], ['ret']]"
370,8_function_94,"[['sra', 't0,', 'a0,', 'a1'], ['or', 'a0,', 'a0,', 't0'], ['div', 'a1,', 'a1,', 'a2'], ['div', 'a1,', 'a1,', 'a2'], ['xor', 'a1,', 'a1,', 'a0'], ['xor', 'a2,', 'a2,', 'a1'], ['sltu', 'a0,', 'a0,', 'a2'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
371,3_function_63,"[['remu', 'a1,', 'a1,', 'a2'], ['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
372,7_function_43,"[['snez', 'a0,', 'a0'], ['sub', 't0,', 'a1,', 'a2'], ['mul', 't0,', 't0,', 'a0'], ['add', 't0,', 't0,', 'a2'], ['sext.w', 'a3,', 'a3'], ['srl', 't0,', 't0,', 'a3'], ['srl', 't0,', 't0,', 'a1'], ['mv', 'a0,', 't0'], ['ret']]"
373,7_function_53,"[['srl', 't0,', 'a0,', 'a0'], ['sltu', 't0,', 'a0,', 't0'], ['snez', 't0,', 't0'], ['sub', 'a1,', 'a1,', 'a0'], ['mul', 'a1,', 'a1,', 't0'], ['add', 'a1,', 'a1,', 'a0'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['rem', 'a1,', 'a1,', 'a0'], ['mv', 'a0,', 'a1'], ['ret']]"
374,7_function_5,"[['rem', 'a1,', 'a1,', 'a2'], ['rem', 't0,', 'a0,', 'a1'], ['sltu', 't0,', 't0,', 'a0'], ['div', 'a2,', 'a2,', 'a0'], ['snez', 't1,', 't0'], ['sub', 'a1,', 'a1,', 'a0'], ['mul', 'a1,', 'a1,', 't1'], ['add', 'a1,', 'a1,', 'a0'], ['snez', 't0,', 't0'], ['sub', 'a1,', 'a1,', 'a2'], ['mul', 'a1,', 'a1,', 't0'], ['add', 'a1,', 'a1,', 'a2'], ['mv', 'a0,', 'a1'], ['ret']]"
375,4_function_9,"[['andi', 'a0,', 'a0,', '1'], ['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['ret']]"
376,4_function_58,"[['srl', 'a0,', 'a0,', 'a0'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['remu', 'a0,', 'a0,', 'a1'], ['ret']]"
377,3_function_54,"[['mv', 'a1,', 'a2'], ['divu', 'a0,', 'a0,', 'a1'], ['ret']]"
378,7_function_30,"[['rem', 't0,', 'a0,', 'a1'], ['xor', 'a1,', 'a1,', 'a2'], ['snez', 'a1,', 'a1'], ['zext.w', 'a3,', 'a3'], ['rem', 'a0,', 'a0,', 'a0'], ['remu', 'a0,', 'a0,', 'a2'], ['snez', 'a1,', 'a1'], ['sub', 'a3,', 'a3,', 'a0'], ['mul', 'a3,', 'a3,', 'a1'], ['add', 'a3,', 'a3,', 'a0'], ['sltu', 'a3,', 'a3,', 't0'], ['xori', 'a3,', 'a3,', '1'], ['mv', 'a0,', 'a3'], ['ret']]"
379,3_function_2,"[['sra', 'a0,', 'a0,', 'a0'], ['snez', 'a1,', 'a1'], ['sub', 't0,', 'a0,', 'a2'], ['mul', 't0,', 't0,', 'a1'], ['add', 't0,', 't0,', 'a2'], ['srl', 'a0,', 'a0,', 't0'], ['ret']]"
380,8_function_17,"[['andi', 't0,', 'a1,', '1'], ['div', 't1,', 't0,', 'a2'], ['remu', 'a0,', 'a0,', 't1'], ['divu', 'a1,', 'a1,', 'a1'], ['slt', 'a0,', 'a0,', 'a1'], ['srl', 'a2,', 'a2,', 'a1'], ['snez', 'a0,', 'a0'], ['sub', 'a2,', 'a2,', 't0'], ['mul', 'a2,', 'a2,', 'a0'], ['add', 'a2,', 'a2,', 't0'], ['mv', 'a0,', 'a2'], ['ret']]"
381,6_function_47,"[['slli', 'a0,', 'a0,', '63'], ['srai', 'a0,', 'a0,', '63'], ['or', 'a1,', 'a1,', 'a2'], ['sra', 'a2,', 'a1,', 'a0'], ['snez', 'a0,', 'a0'], ['sub', 'a2,', 'a2,', 'a1'], ['mul', 'a2,', 'a2,', 'a0'], ['add', 'a2,', 'a2,', 'a1'], ['mv', 'a0,', 'a2'], ['ret']]"
382,4_function_37,"[['div', 'a1,', 'a1,', 'a1'], ['srl', 'a0,', 'a0,', 'a1'], ['rem', 'a0,', 'a0,', 'a2'], ['ret']]"
383,4_function_32,"[['zext.w', 'a0,', 'a0'], ['slt', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['andi', 'a0,', 'a0,', '1'], ['ret']]"
384,8_function_89,"[['sra', 't0,', 'a0,', 'a1'], ['divu', 'a2,', 'a2,', 'a1'], ['or', 'a0,', 'a0,', 'a2'], ['srl', 't0,', 't0,', 'a0'], ['sra', 'a1,', 't0,', 'a1'], ['or', 't0,', 't0,', 'a1'], ['zext.w', 't0,', 't0'], ['mv', 'a0,', 't0'], ['ret']]"
385,3_function_27,"[['sext.w', 'a0,', 'a0'], ['ret']]"
386,4_function_60,"[['mv', 'a0,', 'a1'], ['slli', 'a2,', 'a2,', '63'], ['srai', 'a2,', 'a2,', '63'], ['remu', 'a0,', 'a0,', 'a2'], ['ret']]"
