,locations,bitwuzla,leanSAT,leanSAT-rw,leanSAT-bb,leanSAT-sat,leanSAT-lrat-t,leanSAT-lrat-c
177,gsubhofhnegatible_proof.lean:80,0.0,9.0,0.0,0.0,0.0,0.0,0.0
178,gsubhofhnegatible_proof.lean:82,82.0,81.0,16.283208,0.0,57.778167,0.0,0.0
179,gsubhofhnegatible_proof.lean:88,76.0,80.0,14.241208,0.0,60.386792,0.0,0.0
180,gsubhofhnegatible_proof.lean:94,78.0,115.0,12.843292,0.0,56.844959,0.0,22.443916
181,gsubhofhnegatible_proof.lean:96,77.0,81.0,14.166292,0.0,59.953959,0.0,0.0
182,gsubhofhnegatible_proof.lean:98,79.0,81.0,13.04275,0.0,61.326541,0.0,0.0
183,gsubhofhnegatible_proof.lean:100,77.0,82.0,14.405542,0.0,61.687375,0.0,0.0
184,gsubhofhnegatible_proof.lean:102,90.0,89.0,23.541416,0.0,58.986959,0.0,0.0
185,gsubhofhnegatible_proof.lean:104,84.0,88.0,17.111833,0.0,60.565667,0.0,0.0
186,gsubhofhnegatible_proof.lean:106,80.0,76.0,13.29625,0.0,61.832708,0.0,0.0
187,gsubhofhnegatible_proof.lean:108,0.0,8.0,0.0,0.0,0.0,0.0,0.0
188,gsubhofhnegatible_proof.lean:110,769.0,858.0,15.455375,0.0,372.421416,221.100166,241.474833
189,gdebuginfohvariables_proof.lean:7,70.0,67.0,0.0,0.0,57.794333,0.0,0.0
190,gandhorhnot_proof.lean:7,71.0,73.0,0.0,0.0,58.882459,0.0,0.0
191,gandhorhnot_proof.lean:9,73.0,72.0,0.0,0.0,59.103291,0.0,0.0
192,gandhorhnot_proof.lean:11,74.0,70.0,0.0,0.0,57.920209,0.0,0.0
193,gandhorhnot_proof.lean:13,75.0,76.0,0.0,0.0,62.168083,0.0,0.0
194,gandhorhnot_proof.lean:16,74.0,75.0,0.0,0.0,61.850333,0.0,0.0
195,gandhorhnot_proof.lean:19,74.0,75.0,0.0,0.0,61.7055,0.0,0.0
196,gandhorhnot_proof.lean:22,70.0,70.0,0.0,0.0,57.74875,0.0,0.0
197,gandhorhnot_proof.lean:25,74.0,76.0,0.0,0.0,61.863792,0.0,0.0
198,gandhorhnot_proof.lean:27,73.0,74.0,0.0,0.0,61.943083,0.0,0.0
199,gandhorhnot_proof.lean:29,70.0,72.0,0.0,0.0,59.692834,0.0,0.0
200,gandhorhnot_proof.lean:31,71.0,73.0,0.0,0.0,61.573125,0.0,0.0
201,gandhorhnot_proof.lean:33,71.0,73.0,0.0,0.0,61.309916,0.0,0.0
202,gandhorhnot_proof.lean:37,73.0,74.0,0.0,0.0,59.86525,0.0,0.0
203,gandhorhnot_proof.lean:39,70.0,71.0,0.0,0.0,60.698208,0.0,0.0
204,gandhorhnot_proof.lean:41,71.0,68.0,0.0,0.0,56.864458,0.0,0.0
205,gandhorhnot_proof.lean:43,75.0,74.0,0.0,0.0,61.301958,0.0,0.0
206,gandhorhnot_proof.lean:45,71.0,70.0,0.0,0.0,59.122917,0.0,0.0
207,gandhorhnot_proof.lean:47,74.0,73.0,0.0,0.0,59.895833,0.0,0.0
208,gandhorhnot_proof.lean:49,70.0,74.0,0.0,0.0,62.561125,0.0,0.0
209,gandhorhnot_proof.lean:51,73.0,67.0,0.0,0.0,57.123167,0.0,0.0
210,gandhorhnot_proof.lean:54,73.0,75.0,0.0,0.0,61.989083,0.0,0.0
211,gcanonicalizehashrhshlhtohmasking_proof.lean:14,75.0,72.0,0.0,0.0,61.613917,0.0,0.0
212,gcanonicalizehashrhshlhtohmasking_proof.lean:16,74.0,69.0,0.0,0.0,58.103083,0.0,0.0
213,gcanonicalizehashrhshlhtohmasking_proof.lean:18,75.0,74.0,0.0,0.0,61.561708,0.0,0.0
214,gcanonicalizehashrhshlhtohmasking_proof.lean:87,70.0,69.0,0.0,0.0,61.659333,0.0,0.0
215,gcanonicalizehashrhshlhtohmasking_proof.lean:89,69.0,67.0,0.0,0.0,59.955375,0.0,0.0
216,gcanonicalizehashrhshlhtohmasking_proof.lean:91,74.0,70.0,0.0,0.0,61.645542,0.0,0.0
217,gzeroexthandhreduce_proof.lean:7,71.0,72.0,0.0,0.0,59.558083,0.0,0.0
218,gpullhbinophthroughhshift_proof.lean:7,77.0,76.0,0.0,0.0,61.820167,0.0,0.0
219,gpullhbinophthroughhshift_proof.lean:9,74.0,72.0,0.0,0.0,59.434166,0.0,0.0
220,gpullhbinophthroughhshift_proof.lean:11,74.0,74.0,0.0,0.0,61.536667,0.0,0.0
221,gpullhbinophthroughhshift_proof.lean:13,75.0,69.0,0.0,0.0,57.847708,0.0,0.0
222,gpullhbinophthroughhshift_proof.lean:15,70.0,69.0,0.0,0.0,57.090958,0.0,0.0
223,gpullhbinophthroughhshift_proof.lean:17,74.0,74.0,0.0,0.0,61.370916,0.0,0.0
224,gpullhbinophthroughhshift_proof.lean:19,76.0,74.0,0.0,0.0,61.701625,0.0,0.0
225,gpullhbinophthroughhshift_proof.lean:21,73.0,70.0,0.0,0.0,57.480291,0.0,0.0
226,gpullhbinophthroughhshift_proof.lean:23,74.0,69.0,0.0,0.0,57.139625,0.0,0.0
227,gpullhbinophthroughhshift_proof.lean:25,71.0,74.0,0.0,0.0,61.861709,0.0,0.0
228,gpullhbinophthroughhshift_proof.lean:27,71.0,77.0,0.0,0.0,58.976208,0.0,0.0
229,gpullhbinophthroughhshift_proof.lean:29,75.0,74.0,0.0,0.0,61.650334,0.0,0.0
230,gpullhbinophthroughhshift_proof.lean:31,71.0,73.0,0.0,0.0,61.834834,0.0,0.0
231,gpullhbinophthroughhshift_proof.lean:33,75.0,74.0,0.0,0.0,61.577667,0.0,0.0
232,gpullhbinophthroughhshift_proof.lean:35,70.0,72.0,0.0,0.0,61.542292,0.0,0.0
233,gpullhbinophthroughhshift_proof.lean:37,72.0,68.0,0.0,0.0,57.490583,0.0,0.0
234,gpullhbinophthroughhshift_proof.lean:39,72.0,71.0,0.0,0.0,61.260166,0.0,0.0
235,gpullhbinophthroughhshift_proof.lean:41,72.0,71.0,0.0,0.0,61.756791,0.0,0.0
236,gapinthmul1_proof.lean:7,73.0,72.0,0.0,0.0,58.569292,0.0,0.0
237,gandhxorhmerge_proof.lean:7,68.0,73.0,0.0,0.0,59.318375,0.0,0.0
238,gandhxorhmerge_proof.lean:9,72.0,73.0,0.0,0.0,61.187458,0.0,0.0
239,gandhxorhmerge_proof.lean:11,69.0,68.0,0.0,0.0,56.670416,0.0,0.0
240,gorhxor_proof.lean:7,71.0,72.0,0.0,0.0,59.323083,0.0,0.0
241,gorhxor_proof.lean:9,71.0,73.0,0.0,0.0,59.394042,0.0,0.0
242,gorhxor_proof.lean:11,81.0,72.0,0.0,0.0,58.983375,0.0,0.0
243,gorhxor_proof.lean:13,71.0,70.0,0.0,0.0,57.696167,0.0,0.0
244,gorhxor_proof.lean:15,71.0,69.0,0.0,0.0,56.539375,0.0,0.0
245,gorhxor_proof.lean:18,71.0,75.0,0.0,0.0,60.587334,0.0,0.0
246,gorhxor_proof.lean:20,66.0,66.0,0.0,0.0,56.933292,0.0,0.0
247,gorhxor_proof.lean:22,71.0,72.0,0.0,0.0,61.171791,0.0,0.0
248,gorhxor_proof.lean:24,74.0,75.0,0.0,0.0,61.374791,0.0,0.0
249,gorhxor_proof.lean:26,69.0,74.0,0.0,0.0,60.876,0.0,0.0
250,gorhxor_proof.lean:28,69.0,70.0,0.0,0.0,57.029083,0.0,0.0
251,gorhxor_proof.lean:31,73.0,72.0,0.0,0.0,56.803292,0.0,0.0
252,gorhxor_proof.lean:34,73.0,73.0,0.0,0.0,57.694917,0.0,0.0
253,gorhxor_proof.lean:36,74.0,75.0,0.0,0.0,61.257083,0.0,0.0
254,gorhxor_proof.lean:38,73.0,71.0,0.0,0.0,57.732084,0.0,0.0
255,gorhxor_proof.lean:40,74.0,74.0,0.0,0.0,61.299708,0.0,0.0
256,gorhxor_proof.lean:42,72.0,70.0,0.0,0.0,58.220875,0.0,0.0
257,gorhxor_proof.lean:45,70.0,74.0,0.0,0.0,60.188,0.0,0.0
258,gorhxor_proof.lean:48,71.0,75.0,0.0,0.0,61.202667,0.0,0.0
259,gorhxor_proof.lean:51,73.0,74.0,0.0,0.0,60.569208,0.0,0.0
260,gorhxor_proof.lean:54,73.0,76.0,0.0,0.0,61.636417,0.0,0.0
261,gorhxor_proof.lean:56,73.0,72.0,0.0,0.0,57.881833,0.0,0.0
262,gorhxor_proof.lean:58,72.0,74.0,0.0,0.0,59.964125,0.0,0.0
263,gorhxor_proof.lean:60,73.0,75.0,0.0,0.0,61.753417,0.0,0.0
264,gorhxor_proof.lean:62,74.0,68.0,0.0,0.0,56.432959,0.0,0.0
265,gorhxor_proof.lean:64,74.0,68.0,0.0,0.0,56.926791,0.0,0.0
266,gorhxor_proof.lean:66,74.0,68.0,0.0,0.0,56.656084,0.0,0.0
267,gorhxor_proof.lean:68,75.0,74.0,0.0,0.0,61.702792,0.0,0.0
268,gorhxor_proof.lean:72,74.0,145.0,0.0,0.0,61.606833,32.060209,36.811541
269,gorhxor_proof.lean:76,71.0,132.0,0.0,0.0,56.995834,27.901333,33.626917
270,gorhxor_proof.lean:79,67.0,75.0,0.0,0.0,61.757666,0.0,0.0
271,gorhxor_proof.lean:82,71.0,72.0,0.0,0.0,58.438084,0.0,0.0
272,gorhxor_proof.lean:85,70.0,76.0,0.0,0.0,61.630875,0.0,0.0
273,gorhxor_proof.lean:88,73.0,76.0,0.0,0.0,61.501375,0.0,0.0
274,gorhxor_proof.lean:90,72.0,72.0,0.0,0.0,61.775792,0.0,0.0
275,gorhxor_proof.lean:93,68.0,71.0,0.0,0.0,58.186875,0.0,0.0
276,gorhxor_proof.lean:95,69.0,70.0,0.0,0.0,57.417667,0.0,0.0
277,gorhxor_proof.lean:97,72.0,68.0,0.0,0.0,58.377,0.0,0.0
278,gorhxor_proof.lean:99,70.0,72.0,0.0,0.0,61.521042,0.0,0.0
279,gorhxor_proof.lean:101,68.0,72.0,0.0,0.0,61.598459,0.0,0.0
280,gorhxor_proof.lean:103,73.0,72.0,0.0,0.0,61.56325,0.0,0.0
281,gorhxor_proof.lean:105,75.0,76.0,0.0,0.0,64.012625,0.0,0.0
282,gorhxor_proof.lean:108,78.0,76.0,11.376833,0.0,57.927584,0.0,0.0
283,gorhxor_proof.lean:111,78.0,79.0,10.812375,0.0,61.551042,0.0,0.0
284,gorhxor_proof.lean:114,70.0,70.0,0.0,0.0,57.081,0.0,0.0
285,gorhxor_proof.lean:117,76.0,78.0,11.10975,0.0,61.716583,0.0,0.0
286,gorhxor_proof.lean:120,77.0,80.0,11.100916,0.0,62.948083,0.0,0.0
287,gorhxor_proof.lean:122,74.0,71.0,0.0,0.0,59.154292,0.0,0.0
288,gorhxor_proof.lean:124,72.0,70.0,0.0,0.0,58.091792,0.0,0.0
289,gorhxor_proof.lean:126,73.0,76.0,0.0,0.0,62.581625,0.0,0.0
290,gorhxor_proof.lean:129,70.0,134.0,0.0,0.0,61.766375,0.0,34.577042
291,gorhxor_proof.lean:132,74.0,187.0,0.0,14.989167,57.813125,0.0,67.943958
292,gorhxor_proof.lean:136,72.0,158.0,0.0,23.905916,61.785166,0.0,45.260333
293,gorhxor_proof.lean:140,75.0,156.0,0.0,23.802083,61.687416,0.0,44.049333
294,gorhxor_proof.lean:144,72.0,155.0,0.0,23.633291,58.59475,0.0,47.19425
295,gorhxor_proof.lean:148,74.0,155.0,0.0,26.138834,56.790875,0.0,45.442292
296,gorhxor_proof.lean:152,72.0,156.0,0.0,23.728541,60.910916,0.0,44.601917
297,gorhxor_proof.lean:156,75.0,157.0,0.0,23.921958,59.959958,0.0,45.013583
298,gorhxor_proof.lean:160,75.0,161.0,0.0,24.46675,61.9,0.0,47.361917
299,gorhxor_proof.lean:164,70.0,153.0,0.0,23.745,58.124792,0.0,44.580875
300,gorhxor_proof.lean:168,76.0,158.0,0.0,24.297167,60.676417,0.0,45.546
301,gorhxor_proof.lean:172,74.0,160.0,0.0,25.093583,59.085959,0.0,47.833625
302,gorhxor_proof.lean:176,75.0,160.0,0.0,23.917708,61.726333,0.0,46.231875
303,gorhxor_proof.lean:180,71.0,158.0,0.0,24.130292,58.145167,0.0,46.559375
304,gorhxor_proof.lean:184,75.0,159.0,0.0,23.780542,61.602375,0.0,46.116959
305,gorhxor_proof.lean:188,72.0,159.0,0.0,24.008042,61.442791,0.0,46.486292
306,gorhxor_proof.lean:192,72.0,157.0,0.0,24.078,58.966125,0.0,47.1215
307,gorhxor_proof.lean:196,72.0,160.0,0.0,24.060875,61.824042,0.0,47.015333
308,gxor2_proof.lean:7,72.0,76.0,0.0,0.0,61.547792,0.0,0.0
309,gxor2_proof.lean:9,78.0,70.0,0.0,0.0,58.479167,0.0,0.0
310,gxor2_proof.lean:11,74.0,70.0,0.0,0.0,56.767209,0.0,0.0
311,gxor2_proof.lean:13,72.0,72.0,0.0,0.0,61.37575,0.0,0.0
312,gxor2_proof.lean:15,72.0,73.0,0.0,0.0,60.197666,0.0,0.0
313,gxor2_proof.lean:17,72.0,76.0,0.0,0.0,62.086583,0.0,0.0
314,gxor2_proof.lean:19,68.0,71.0,0.0,0.0,59.040666,0.0,0.0
315,gxor2_proof.lean:21,73.0,87.0,0.0,0.0,61.681792,0.0,11.731208
316,gxor2_proof.lean:23,69.0,68.0,0.0,0.0,56.962125,0.0,0.0
317,gxor2_proof.lean:25,69.0,70.0,0.0,0.0,57.813708,0.0,0.0
318,gxor2_proof.lean:28,74.0,77.0,0.0,0.0,61.583334,0.0,0.0
319,gxor2_proof.lean:31,74.0,72.0,0.0,0.0,56.569,0.0,0.0
320,gxor2_proof.lean:34,72.0,76.0,0.0,0.0,61.663583,0.0,0.0
321,gxor2_proof.lean:37,74.0,74.0,0.0,0.0,60.088417,0.0,0.0
322,gxor2_proof.lean:41,70.0,137.0,0.0,11.15325,58.596667,0.0,37.261208
323,gxor2_proof.lean:45,73.0,139.0,0.0,11.059291,58.380334,0.0,39.246542
324,gxor2_proof.lean:48,74.0,76.0,0.0,0.0,62.100709,0.0,0.0
325,gxor2_proof.lean:51,73.0,72.0,0.0,0.0,58.717334,0.0,0.0
326,gxor2_proof.lean:54,70.0,73.0,0.0,0.0,59.092208,0.0,0.0
327,gxor2_proof.lean:57,70.0,75.0,0.0,0.0,61.78975,0.0,0.0
328,gxor2_proof.lean:60,72.0,78.0,0.0,0.0,62.671792,0.0,0.0
329,gxor2_proof.lean:63,71.0,77.0,0.0,0.0,62.533416,0.0,0.0
330,gxor2_proof.lean:66,71.0,79.0,0.0,0.0,63.010458,0.0,0.0
331,gxor2_proof.lean:69,71.0,77.0,0.0,0.0,61.947959,0.0,0.0
332,gxor2_proof.lean:72,73.0,79.0,0.0,0.0,61.88475,0.0,0.0
333,gxor2_proof.lean:75,74.0,72.0,0.0,0.0,56.998,0.0,0.0
334,gxor2_proof.lean:78,75.0,76.0,0.0,0.0,61.127583,0.0,0.0
335,gxor2_proof.lean:81,74.0,72.0,0.0,0.0,57.239542,0.0,0.0
336,gxor2_proof.lean:85,76.0,108.0,0.0,0.0,59.165708,15.278833,18.50075
337,gxor2_proof.lean:89,75.0,120.0,0.0,0.0,61.53425,20.418417,23.736875
338,gxor2_proof.lean:92,72.0,70.0,0.0,0.0,58.328875,0.0,0.0
339,gxor2_proof.lean:95,74.0,72.0,0.0,0.0,60.507708,0.0,0.0
340,gxor2_proof.lean:98,71.0,74.0,0.0,0.0,61.7955,0.0,0.0
341,gxor2_proof.lean:101,74.0,70.0,0.0,0.0,58.728792,0.0,0.0
342,gxor2_proof.lean:104,73.0,72.0,0.0,0.0,60.503333,0.0,0.0
343,gxor2_proof.lean:107,74.0,72.0,0.0,0.0,57.505583,0.0,0.0
344,gxor2_proof.lean:110,71.0,70.0,0.0,0.0,58.028792,0.0,0.0
345,gxor2_proof.lean:113,73.0,74.0,0.0,0.0,61.924833,0.0,0.0
346,gpr53357_proof.lean:8,75.0,75.0,0.0,0.0,59.080916,0.0,0.0
347,gpr53357_proof.lean:11,75.0,75.0,0.0,0.0,59.071417,0.0,0.0
348,gpr53357_proof.lean:14,76.0,73.0,0.0,0.0,56.672208,0.0,0.0
349,gpr53357_proof.lean:17,73.0,73.0,0.0,0.0,57.398875,0.0,0.0
350,gpr53357_proof.lean:20,75.0,73.0,0.0,0.0,58.221834,0.0,0.0
351,gshifthlogic_proof.lean:7,79.0,82.0,11.8205,0.0,65.597292,0.0,0.0
352,gshifthlogic_proof.lean:15,75.0,73.0,10.709625,0.0,58.295,0.0,0.0
353,gshifthlogic_proof.lean:18,83.0,763.0,18.428875,306.62425,62.258083,0.0,334.296791
354,gshifthlogic_proof.lean:22,81.0,231.0,12.524875,70.883375,58.281917,0.0,75.54225
355,gshifthlogic_proof.lean:36,87.0,91.0,21.162625,0.0,61.47675,0.0,0.0
356,gshifthlogic_proof.lean:38,84.0,88.0,20.596333,0.0,59.964291,0.0,0.0
357,g2008h05h31hAddBool_proof.lean:7,0.0,3.0,0.0,0.0,0.0,0.0,0.0
358,gandhnarrow_proof.lean:8,83.0,77.0,13.114292,0.0,58.570166,0.0,0.0
359,gandhnarrow_proof.lean:11,87.0,86.0,20.065125,0.0,61.763416,0.0,0.0
360,gandhnarrow_proof.lean:14,76.0,81.0,0.0,0.0,61.157417,0.0,0.0
361,gandhnarrow_proof.lean:17,77.0,77.0,12.413791,0.0,61.316208,0.0,0.0
362,gandhnarrow_proof.lean:20,74.0,75.0,0.0,0.0,62.095875,0.0,0.0
363,gandhnarrow_proof.lean:23,78.0,73.0,11.767083,0.0,57.547125,0.0,0.0
364,ginverthvariablehmaskhinhmaskedhmergehscalar_proof.lean:8,74.0,71.0,0.0,0.0,57.819667,0.0,0.0
365,ginverthvariablehmaskhinhmaskedhmergehscalar_proof.lean:10,73.0,69.0,0.0,0.0,58.16775,0.0,0.0
366,ginverthvariablehmaskhinhmaskedhmergehscalar_proof.lean:12,78.0,72.0,0.0,0.0,60.016167,0.0,0.0
367,ginverthvariablehmaskhinhmaskedhmergehscalar_proof.lean:14,71.0,68.0,0.0,0.0,56.954917,0.0,0.0
368,ginverthvariablehmaskhinhmaskedhmergehscalar_proof.lean:16,73.0,73.0,0.0,0.0,61.643125,0.0,0.0
369,ginverthvariablehmaskhinhmaskedhmergehscalar_proof.lean:19,72.0,71.0,0.0,0.0,59.590667,0.0,0.0
370,ginverthvariablehmaskhinhmaskedhmergehscalar_proof.lean:22,70.0,73.0,0.0,0.0,61.617,0.0,0.0
371,ginverthvariablehmaskhinhmaskedhmergehscalar_proof.lean:25,74.0,68.0,0.0,0.0,56.636709,0.0,0.0
372,ginverthvariablehmaskhinhmaskedhmergehscalar_proof.lean:27,74.0,73.0,0.0,0.0,60.202458,0.0,0.0
373,ginverthvariablehmaskhinhmaskedhmergehscalar_proof.lean:29,70.0,69.0,0.0,0.0,57.072959,0.0,0.0
374,gsubhandhorhneghxor_proof.lean:7,82.0,97.0,15.08075,0.0,61.47525,0.0,0.0
375,gsubhandhorhneghxor_proof.lean:9,80.0,96.0,15.212625,0.0,61.785708,0.0,0.0
376,gsubhandhorhneghxor_proof.lean:11,81.0,92.0,14.461541,0.0,57.699833,0.0,0.0
377,gdistribute_proof.lean:7,74.0,72.0,0.0,0.0,60.135167,0.0,0.0
378,gdistribute_proof.lean:9,77.0,426.0,11.813834,0.0,162.66525,105.5315,127.676333
379,gdistribute_proof.lean:11,70.0,76.0,0.0,0.0,62.495167,0.0,0.0
380,gdistribute_proof.lean:17,68.0,69.0,0.0,0.0,57.606917,0.0,0.0
381,gsubhfromhsub_proof.lean:7,85.0,137.0,22.657625,0.0,61.402416,20.702292,26.971208
382,gsubhfromhsub_proof.lean:54,87.0,109.0,21.236791,0.0,60.478958,0.0,10.270708
383,gsubhfromhsub_proof.lean:56,0.0,3.0,0.0,0.0,0.0,0.0,0.0
384,gsubhfromhsub_proof.lean:58,0.0,7.0,0.0,0.0,0.0,0.0,0.0
385,gsubhfromhsub_proof.lean:60,0.0,10.0,10.461,0.0,0.0,0.0,0.0
386,gsubhfromhsub_proof.lean:62,72.0,74.0,10.003916,0.0,61.018083,0.0,0.0
387,gtrunc_proof.lean:124,0.0,5.0,0.0,0.0,0.0,0.0,0.0
388,gtrunc_proof.lean:127,0.0,6.0,0.0,0.0,0.0,0.0,0.0
389,gtrunc_proof.lean:130,0.0,5.0,0.0,0.0,0.0,0.0,0.0
390,gmaskedhmergehor_proof.lean:8,70.0,74.0,0.0,0.0,61.339542,0.0,0.0
391,gmaskedhmergehor_proof.lean:11,75.0,71.0,0.0,0.0,58.341833,0.0,0.0
392,gmaskedhmergehor_proof.lean:14,72.0,70.0,0.0,0.0,58.681083,0.0,0.0
393,gmaskedhmergehor_proof.lean:17,72.0,74.0,0.0,0.0,61.680541,0.0,0.0
394,gmaskedhmergehor_proof.lean:20,73.0,73.0,0.0,0.0,60.069958,0.0,0.0
395,gmaskedhmergehor_proof.lean:22,73.0,73.0,0.0,0.0,61.7865,0.0,0.0
396,gcanonicalizehlshrhshlhtohmasking_proof.lean:14,75.0,75.0,0.0,0.0,61.829625,0.0,0.0
