,bitwuzla,leanSAT,leanSAT-rw,leanSAT-bb,leanSAT-sat,leanSAT-lrat-t,leanSAT-lrat-c
0,8.958715,8.259567,8.244377,0.0,0.0,0.0,0.0
1,82.645579,95.316681,21.876844,0.0,54.791165,6.437347,8.978703
2,9.976296,9.991865,9.980443,0.0,0.0,0.0,0.0
3,7.375408,7.576458,7.565206,0.0,0.0,0.0,0.0
4,9.917445,10.277013,10.265902,0.0,0.0,0.0,0.0
5,78.637207,450.880615,24.06412,0.0,254.598805,84.409138,83.230993
6,83.867494,351.636996,20.505476,12.933035,154.420013,61.067529,86.323799
7,81.598904,105.133485,23.523518,0.0,54.646232,12.467637,11.394031
8,90.507253,521.190768,29.982188,13.944084,254.990547,97.600871,102.945747
9,90.331059,377.47834,26.864105,0.0,205.008376,64.425887,75.926829
10,201.908256,805.383971,37.159754,16.303367,460.831808,124.178173,146.673172
11,147.403993,319.407246,31.75822,0.0,155.424389,64.167208,62.329381
12,250.509712,976.149971,36.557326,15.932987,514.099045,186.286278,202.24924
13,91.620886,133.613828,30.700885,0.0,55.429589,25.123059,18.723311
14,88.810612,121.635606,23.204849,0.0,60.587595,13.658505,19.917307
15,87.895977,118.707238,21.879718,0.0,55.268256,21.928953,16.004891
16,96.052389,779.411799,31.224022,0.0,457.428832,139.350585,144.786314
17,89.187494,270.770655,26.531377,0.0,155.701982,45.676605,38.188455
18,94.807387,214.115864,30.283136,0.0,114.376096,30.708158,34.070112
19,82.743294,93.57883,22.759849,0.0,54.847742,4.175459,8.349536
20,81.072903,113.088856,17.937138,0.0,55.568811,13.303755,22.940049
21,87.06565,111.827146,20.202824,0.0,55.517547,17.637113,14.886282
