,bitwuzla,leanSAT,leanSAT-rw,leanSAT-sat
0,71.193328,75.01543,75.01543,75.01543
1,70.301574,75.01543,75.01543,75.01543
2,97.465887,75.01543,75.01543,75.01543
3,102.302103,75.01543,75.01543,75.01543
4,87.177471,75.01543,75.01543,75.01543
5,89.177635,75.01543,75.01543,75.01543
6,84.625084,75.01543,75.01543,75.01543
7,82.297542,75.01543,75.01543,75.01543
8,92.026061,75.01543,75.01543,75.01543
9,87.70188,75.01543,75.01543,75.01543
10,92.034616,75.01543,75.01543,75.01543
11,88.320436,75.01543,75.01543,75.01543
12,77.279392,75.01543,75.01543,75.01543
13,76.938148,75.01543,75.01543,75.01543
14,81.182437,75.01543,75.01543,75.01543
15,82.31705,75.01543,75.01543,75.01543
16,78.69882,75.01543,75.01543,75.01543
17,103.740396,75.01543,75.01543,75.01543
18,74.763134,75.01543,75.01543,75.01543
19,76.183745,75.01543,75.01543,75.01543
20,82.020428,75.01543,75.01543,75.01543
21,76.414892,75.01543,75.01543,75.01543
22,82.141517,75.01543,75.01543,75.01543
23,85.276313,75.01543,75.01543,75.01543
24,75.904608,75.01543,75.01543,75.01543
25,76.099866,75.01543,75.01543,75.01543
26,86.37743,75.01543,75.01543,75.01543
27,93.38658,75.01543,75.01543,75.01543
28,91.597522,75.01543,75.01543,75.01543
29,93.090459,75.01543,75.01543,75.01543
30,95.47061,75.01543,75.01543,75.01543
31,88.325787,75.01543,75.01543,75.01543
32,94.642318,75.01543,75.01543,75.01543
33,93.218352,75.01543,75.01543,75.01543
34,99.682992,75.01543,75.01543,75.01543
35,89.529618,75.01543,75.01543,75.01543
36,90.551198,75.01543,75.01543,75.01543
37,100.897691,75.01543,75.01543,75.01543
38,101.46912,75.01543,75.01543,75.01543
39,73.948859,75.01543,75.01543,75.01543
40,74.418103,75.01543,75.01543,75.01543
41,75.01543,75.01543,75.01543,75.01543
