,bitwuzla,leanSAT,leanSAT-rw,leanSAT-bb,leanSAT-sat,leanSAT-lrat-t,leanSAT-lrat-c
0,74.433813,76.150391,14.953681,0.0,54.045174,0.0,5.114522
1,70.16758,79.149141,16.763696,0.0,55.954007,0.0,4.41871
2,10.84743,10.532577,10.522608,0.0,0.0,0.0,0.0
3,76.893765,78.340996,18.902923,0.0,53.517859,1.525048,3.381481
4,10.059715,9.992599,9.981527,0.0,0.0,0.0,0.0
5,69.096449,74.028336,11.80141,0.0,55.514549,0.0,4.613075
6,67.208988,78.530974,17.638637,0.0,55.527171,0.0,3.449699
7,81.339755,93.648664,22.644755,0.0,55.790878,3.962706,9.376314
8,79.850004,98.575543,29.52507,0.0,55.720307,6.873091,5.305842
