,bitwuzla,leanSAT,leanSAT-rw,leanSAT-sat
0,69.315794,75.57742,75.57742,75.57742
1,68.146307,75.57742,75.57742,75.57742
2,96.51906,75.57742,75.57742,75.57742
3,103.877746,75.57742,75.57742,75.57742
4,85.164212,75.57742,75.57742,75.57742
5,87.413999,75.57742,75.57742,75.57742
6,82.563615,75.57742,75.57742,75.57742
7,80.041985,75.57742,75.57742,75.57742
8,89.634987,75.57742,75.57742,75.57742
9,85.998717,75.57742,75.57742,75.57742
10,90.243136,75.57742,75.57742,75.57742
11,87.49522,75.57742,75.57742,75.57742
12,75.675927,75.57742,75.57742,75.57742
13,76.08572,75.57742,75.57742,75.57742
14,78.747823,75.57742,75.57742,75.57742
15,81.156818,75.57742,75.57742,75.57742
16,76.188103,75.57742,75.57742,75.57742
17,104.464502,75.57742,75.57742,75.57742
18,125.191256,75.57742,75.57742,75.57742
19,76.697775,75.57742,75.57742,75.57742
20,83.147336,75.57742,75.57742,75.57742
21,76.545027,75.57742,75.57742,75.57742
22,84.077389,75.57742,75.57742,75.57742
23,85.271272,75.57742,75.57742,75.57742
24,77.037506,75.57742,75.57742,75.57742
25,77.278991,75.57742,75.57742,75.57742
26,86.995456,75.57742,75.57742,75.57742
27,94.573297,75.57742,75.57742,75.57742
28,92.35937,75.57742,75.57742,75.57742
29,94.010887,75.57742,75.57742,75.57742
30,95.72,75.57742,75.57742,75.57742
31,88.281985,75.57742,75.57742,75.57742
32,95.510725,75.57742,75.57742,75.57742
33,93.925566,75.57742,75.57742,75.57742
34,101.112165,75.57742,75.57742,75.57742
35,89.589323,75.57742,75.57742,75.57742
36,92.128314,75.57742,75.57742,75.57742
37,104.950249,75.57742,75.57742,75.57742
38,101.706618,75.57742,75.57742,75.57742
39,75.062288,75.57742,75.57742,75.57742
40,75.607658,75.57742,75.57742,75.57742
41,75.57742,75.57742,75.57742,75.57742
