,bitwuzla,leanSAT,leanSAT-rw,leanSAT-sat
0,69.708289,71.302206,71.302206,71.302206
1,68.457778,71.302206,71.302206,71.302206
2,98.298522,71.302206,71.302206,71.302206
3,102.696963,71.302206,71.302206,71.302206
4,86.036112,71.302206,71.302206,71.302206
5,84.930455,71.302206,71.302206,71.302206
6,85.703023,71.302206,71.302206,71.302206
7,83.72967,71.302206,71.302206,71.302206
8,91.743302,71.302206,71.302206,71.302206
9,84.616583,71.302206,71.302206,71.302206
10,87.652993,71.302206,71.302206,71.302206
11,88.243315,71.302206,71.302206,71.302206
12,73.191172,71.302206,71.302206,71.302206
13,74.275257,71.302206,71.302206,71.302206
14,76.912484,71.302206,71.302206,71.302206
15,86.558606,71.302206,71.302206,71.302206
16,75.750482,71.302206,71.302206,71.302206
17,104.769294,71.302206,71.302206,71.302206
18,120.459353,71.302206,71.302206,71.302206
19,71.287278,71.302206,71.302206,71.302206
20,76.727625,71.302206,71.302206,71.302206
21,73.252297,71.302206,71.302206,71.302206
22,78.767094,71.302206,71.302206,71.302206
23,79.688462,71.302206,71.302206,71.302206
24,74.019655,71.302206,71.302206,71.302206
25,75.578887,71.302206,71.302206,71.302206
26,84.086091,71.302206,71.302206,71.302206
27,91.693407,71.302206,71.302206,71.302206
28,91.402967,71.302206,71.302206,71.302206
29,91.021068,71.302206,71.302206,71.302206
30,94.535291,71.302206,71.302206,71.302206
31,85.313147,71.302206,71.302206,71.302206
32,92.79131,71.302206,71.302206,71.302206
33,92.422553,71.302206,71.302206,71.302206
34,99.54241,71.302206,71.302206,71.302206
35,89.313676,71.302206,71.302206,71.302206
36,91.314321,71.302206,71.302206,71.302206
37,100.072379,71.302206,71.302206,71.302206
38,102.223188,71.302206,71.302206,71.302206
39,68.517719,71.302206,71.302206,71.302206
40,71.471666,71.302206,71.302206,71.302206
41,71.302206,71.302206,71.302206,71.302206
