,bitwuzla,leanSAT,leanSAT-rw,leanSAT-sat
125,120.843089,126.32383,48.21782,56.92191
126,142.687539,130.827989,44.7421,58.293749
127,108.83134,165.563409,43.61098,105.52858
128,98.31303,106.824729,34.4409,57.136339
129,113.45807,220.220009,46.53626,156.87402
130,99.30053,248.520238,32.134849,205.584229
131,114.67386,176.833979,47.664709,108.69448
132,92.81543,94.540339,30.52744,57.147809
133,91.44002,144.935809,31.68545,106.185269
134,89.578471,95.747949,32.40067,55.371839
135,89.285829,91.89708,30.32768,55.20711
136,93.99783,95.447339,33.610589,54.68676
137,113.121609,256.148549,49.63521,113.129199
138,110.235459,237.084039,48.00568,112.421929
139,84.0066,172.948079,26.484529,109.86126
140,98.538539,146.1611,41.94784,59.88345
141,88.496509,379.409428,31.06797,310.386398
142,104.30912,153.123889,47.93765,59.7589
143,84.19432,123.729609,26.47052,59.961779
144,98.7986,146.485429,41.86834,60.31832
145,84.56111,123.78041,26.95847,59.84101
146,99.636769,148.33125,43.00988,60.05697
147,123.237279,131.970399,59.90803,57.25033
148,125.412129,131.314659,60.16899,57.213039
149,123.529699,129.71387,58.47642,57.28721
150,124.89996,131.03498,60.06357,57.37148
151,123.65889,133.82542,59.01679,57.38015
152,207.792459,112.787639,42.016279,69.9927
153,104.126538,106.62972,44.95398,58.88586
154,83.80571,97.703579,38.02125,57.680989
155,120.87661,105.39581,45.61127,55.49526
156,83.93358,86.217759,27.52101,57.908539
157,95.53992,144.158039,34.2326,104.515929
158,86.53898,87.17752,31.01518,54.66056
159,97.422929,98.94199,42.16062,54.74653
160,110.54948,159.66468,54.0674,104.87046
161,69.45932,69.803409,13.65338,55.106779
162,66.81835,166.636879,11.18421,155.122339
163,69.7612,69.24342,14.08553,54.76423
164,70.82531,120.249719,14.81338,105.040089
165,76.49109,276.652659,20.72421,254.947049
166,88.258729,86.84371,31.19761,55.0702
167,77.94705,78.472829,21.69934,55.365719
168,76.63456,76.29055,20.62728,55.23194
169,79.77989,79.28135,23.72669,55.12008
170,90.629679,90.15624,34.1766,55.39605
171,85.494629,86.04702,29.2696,55.23941
172,107.58287,156.413779,50.50385,105.266699
173,164.892139,125.30442,50.412361,60.69901
174,118.66632,124.94817,53.5994,57.70152
175,117.67706,111.85417,43.34664,58.40347
176,100.84103,100.472189,32.596369,58.237969
177,140.307589,118.649559,38.68801,56.453729
178,152.098829,113.460739,43.84495,58.503849
179,109.035919,111.08457,46.89047,56.12248
180,102.73361,102.533639,40.117929,55.16344
181,108.809039,131.19492,59.61032,57.69426
182,107.10666,131.116419,60.907709,58.25248
183,105.97023,122.493299,55.225239,56.7746
184,116.37159,98.317339,36.10009,55.215229
185,103.03563,99.07087,36.2873,55.5348
186,103.32067,255.761998,42.70983,205.888668
187,105.001159,104.39159,41.45932,55.45016
188,101.933439,105.36879,41.03635,55.55573
189,104.00294,128.61911,60.56539,57.47901
190,110.59673,103.928109,40.09152,55.406119
191,103.051819,103.50313,40.9666,55.27235
192,102.43782,103.621819,39.489109,56.946119
193,103.862869,102.4106,39.70607,55.30374
194,102.641249,101.58551,39.33618,55.14147
195,100.48531,100.584809,37.985239,55.34923
196,101.197209,101.39941,38.05333,56.2081
197,103.60595,102.36494,39.98691,55.20348
198,103.08313,112.898609,46.9533,55.794649
199,95.909079,95.74436,33.2506,55.46855
200,96.03786,113.163729,48.2435,55.855039
201,120.15597,117.7278,61.07154,54.97399
202,114.715179,374.877848,55.40668,164.863619
203,129.81906,511.223837,72.667199,217.847779
204,116.430989,463.607408,55.75504,216.675799
205,130.815289,670.686116,72.611549,370.182898
206,92.05194,91.077429,31.61807,54.769929
207,91.955289,90.942429,31.67368,54.529079
208,89.36509,89.41399,24.65493,58.06475
209,86.075159,86.26425,20.95213,58.63951
210,86.413289,86.10059,21.15022,58.29402
211,86.26213,86.11974,20.9816,58.51301
212,86.11942,86.478859,21.03425,58.774159
213,86.36696,86.406089,21.090799,58.67705
214,87.279679,87.61859,22.38632,58.51799
215,89.321349,89.04858,24.87546,57.43975
216,86.184329,87.0292,21.18232,59.20021
217,86.92751,88.23531,22.3731,59.0153
218,89.300839,90.22416,24.70346,58.78843
219,88.67764,88.08804,23.21884,58.20465
220,88.85946,89.591489,23.66179,59.229079
221,84.75794,85.497709,19.661449,59.18914
222,85.3634,85.94999,19.99641,59.2996
223,95.52042,95.401899,29.17505,59.36047
224,95.481749,94.88279,29.94508,57.9841
225,88.044,86.383429,21.843639,57.90532
226,89.11667,90.081319,22.897049,60.43282
227,88.06954,88.259559,22.27916,59.2671
228,88.20955,90.52122,23.06624,60.74259
229,88.20566,89.65521,22.72297,60.08968
