,bitwuzla,leanSAT,leanSAT-rw,leanSAT-bb,leanSAT-sat,leanSAT-lrat-t,leanSAT-lrat-c
0,8.751015,8.235302,8.222608,0.0,0.0,0.0,0.0
1,79.728506,93.121761,28.853924,0.0,56.232383,0.0,5.76532
2,10.958061,11.018184,11.005929,0.0,0.0,0.0,0.0
3,7.859953,8.012332,8.0009,0.0,0.0,0.0,0.0
4,10.723227,10.825982,10.81474,0.0,0.0,0.0,0.0
5,83.487829,91.994124,23.835914,0.0,55.336343,2.987207,8.278062
6,77.242394,92.441318,27.814062,0.0,55.62745,1.224501,6.158603
7,75.31721,78.277718,16.899503,0.0,55.281599,1.127207,2.984853
8,86.077117,94.870512,27.970397,0.0,55.469392,1.985938,7.68384
9,83.053511,98.510521,28.855076,0.0,56.137304,3.335443,8.533674
10,93.008578,103.296263,34.619454,0.0,55.68413,5.43118,6.363238
11,92.12515,100.174271,31.600408,0.0,55.80172,3.266485,7.91243
12,95.581754,103.031683,34.22523,0.0,55.91249,4.509019,7.118714
13,82.776639,95.901708,31.112796,0.0,56.05563,1.285777,5.853406
14,82.994429,90.898565,28.508732,0.0,55.942035,1.009816,3.345984
15,81.23079,89.794031,28.185162,0.0,56.046655,1.395102,3.14775
16,89.455413,107.483065,32.795573,0.0,55.857245,5.342973,11.828412
17,81.420948,88.367291,25.050025,0.0,55.889618,2.193079,4.259809
18,87.595091,95.124051,28.169672,0.0,55.961383,1.847466,7.496158
19,75.823715,83.578039,21.73569,0.0,55.645655,0.0,4.21777
20,75.276242,78.603412,19.678418,0.0,55.323218,0.0,1.58457
21,80.500432,87.090067,24.670257,0.0,56.216603,1.420541,3.836261
