,tool,bvw,times
681,leanSAT-lratc,4,3.646587
682,leanSAT-lratc,8,0.0
683,leanSAT-lratc,8,7.156657
684,leanSAT-lratc,8,0.0
685,leanSAT-lratc,8,0.0
686,leanSAT-lratc,8,0.0
687,leanSAT-lratc,8,6.693423
688,leanSAT-lratc,8,8.567377
689,leanSAT-lratc,8,3.988421
690,leanSAT-lratc,8,10.239439
691,leanSAT-lratc,8,13.58001
692,leanSAT-lratc,8,8.131574
693,leanSAT-lratc,8,10.084457
694,leanSAT-lratc,8,15.910163
695,leanSAT-lratc,8,9.72613
696,leanSAT-lratc,8,3.144499
697,leanSAT-lratc,8,8.778647
698,leanSAT-lratc,8,17.367801
699,leanSAT-lratc,8,11.679263
700,leanSAT-lratc,8,9.620272
701,leanSAT-lratc,8,4.865564
702,leanSAT-lratc,8,4.716253
703,leanSAT-lratc,8,9.718859
704,leanSAT-lratc,16,0.0
705,leanSAT-lratc,16,5.782604
706,leanSAT-lratc,16,0.0
707,leanSAT-lratc,16,0.0
708,leanSAT-lratc,16,0.0
709,leanSAT-lratc,16,16.882877
710,leanSAT-lratc,16,7.374207
711,leanSAT-lratc,16,7.358466
712,leanSAT-lratc,16,14.427988
713,leanSAT-lratc,16,12.862566
714,leanSAT-lratc,16,25.262641
715,leanSAT-lratc,16,14.094328
716,leanSAT-lratc,16,24.650495
717,leanSAT-lratc,16,11.354634
718,leanSAT-lratc,16,8.267882
719,leanSAT-lratc,16,3.747699
720,leanSAT-lratc,16,22.331091
721,leanSAT-lratc,16,12.96121
722,leanSAT-lratc,16,8.382006
723,leanSAT-lratc,16,5.77437
724,leanSAT-lratc,16,6.297176
725,leanSAT-lratc,16,11.899138
726,leanSAT-lratc,32,0.0
727,leanSAT-lratc,32,6.07652
728,leanSAT-lratc,32,0.0
729,leanSAT-lratc,32,0.0
730,leanSAT-lratc,32,0.0
731,leanSAT-lratc,32,26.501698
732,leanSAT-lratc,32,26.889898
733,leanSAT-lratc,32,14.772829
734,leanSAT-lratc,32,37.368461
735,leanSAT-lratc,32,23.331718
736,leanSAT-lratc,32,61.956938
737,leanSAT-lratc,32,24.515682
738,leanSAT-lratc,32,65.571575
739,leanSAT-lratc,32,12.853049
740,leanSAT-lratc,32,13.964946
741,leanSAT-lratc,32,10.73361
742,leanSAT-lratc,32,63.237944
743,leanSAT-lratc,32,17.580465
744,leanSAT-lratc,32,17.819284
745,leanSAT-lratc,32,4.722857
746,leanSAT-lratc,32,6.773323
747,leanSAT-lratc,32,9.606016
748,leanSAT-lratc,64,0.0
749,leanSAT-lratc,64,16.091476
750,leanSAT-lratc,64,0.0
751,leanSAT-lratc,64,0.0
752,leanSAT-lratc,64,0.0
753,leanSAT-lratc,64,85.848523
754,leanSAT-lratc,64,86.622905
755,leanSAT-lratc,64,21.109438
756,leanSAT-lratc,64,107.15882
757,leanSAT-lratc,64,77.865858
758,leanSAT-lratc,64,157.610412
759,leanSAT-lratc,64,61.409055
760,leanSAT-lratc,64,214.497677
761,leanSAT-lratc,64,23.361526
762,leanSAT-lratc,64,15.520929
763,leanSAT-lratc,64,16.602501
764,leanSAT-lratc,64,143.066055
765,leanSAT-lratc,64,40.432327
766,leanSAT-lratc,64,32.534914
767,leanSAT-lratc,64,6.389809
768,leanSAT-lratc,64,13.329868
769,leanSAT-lratc,64,21.052811
